,Taxon,Branch Type,l1,l2,l1/l2
490,Anhinga rufa,terminal,0.019191,0.021963,0.873787734
491,  ,internal,0.013718,0.017141,0.800303366
492,  ,internal,0.003502,0.004198,0.834206765
493,Sula dactylatra,terminal,0.037085,0.041191,0.900318031
494,  ,internal,0.016328,0.015242,1.071250492
495,Fregata magnificens,terminal,0.034244,0.03744,0.914636752
496,  ,internal,0.005108,0.005726,0.892071254
497,Pelecanus crispus,terminal,0.037343,0.039821,0.937771528
498,Scopus umbretta,terminal,0.049858,0.052161,0.955848239
499,  ,internal,0.00083,0.001212,0.684818482
500,Balaeniceps rex,terminal,0.029753,0.033363,0.891796301
501,  ,internal,0.009777,0.01061,0.921489161
502,Cochlearius cochlearius,terminal,0.022884,0.027133,0.843401025
503,Egretta garzetta,terminal,0.030823,0.035259,0.874188151
504,  ,internal,0.029492,0.034041,0.866367028
505,  ,internal,0.0006,0.000852,0.704225352
506,Mesembrinibis cayennensis,terminal,0.02172,0.025548,0.850164396
507,Nipponia nippon,terminal,0.02369,0.027426,0.863778896
508,  ,internal,0.016317,0.020087,0.812316424
509,  ,internal,0.001368,0.00103,1.32815534
510,  ,internal,0.001577,0.001047,1.506208214
511,Ciconia maguari,terminal,0.038461,0.0411,0.935790754
512,  ,internal,0.001412,0.000839,1.6829559
513,Calonectris borealis,terminal,0.017023,0.01851,0.919665046
514,Pelecanoides urinatrix,terminal,0.024315,0.02578,0.943173002
515,  ,internal,0.001218,0.001795,0.678551532
516,Fulmarus glacialis,terminal,0.016214,0.019621,0.826359513
517,  ,internal,0.014915,0.014521,1.027133118
518,Hydrobates tethys,terminal,0.033375,0.035583,0.937947896
519,  ,internal,0.00186,0.002062,0.902036857
520,Fregetta grallaria,terminal,0.014401,0.017233,0.835664133
521,Oceanites oceanicus,terminal,0.016263,0.019043,0.854014599
522,  ,internal,0.014176,0.025019,0.566609377
523,  ,internal,0.001698,0.001703,0.997064005
524,Thalassarche chlororhynchos,terminal,0.025529,0.027886,0.9154773
525,  ,internal,0.004867,0.00514,0.94688716
526,Aptenodytes forsteri,terminal,0.010176,0.012618,0.806466952
527,Pygoscelis adeliae,terminal,0.013406,0.015822,0.847301226
528,  ,internal,0.016254,0.025824,0.629414498
529,  ,internal,0.001207,0.000771,1.565499351
530,  ,internal,0.003605,0.001786,2.018477044
531,Gavia stellata,terminal,0.048308,0.052944,0.912435781
532,  ,internal,0.004535,0.002266,2.001323919
533,Eurypyga helias,terminal,0.042002,0.049882,0.842027184
534,Rhynochetos jubatus,terminal,0.03786,0.045987,0.823276143
535,  ,internal,0.049554,0.052864,0.937386501
536,Phaethon lepturus,terminal,0.066221,0.071608,0.924770975
537,  ,internal,0.005478,0.004168,1.314299424
538,  ,internal,0.001123,0.001208,0.929635762
539,Chaetura pelagica,terminal,0.062345,0.067868,0.918621442
540,Hemiprocne comata,terminal,0.038503,0.04366,0.88188273
541,  ,internal,0.023296,0.03838,0.606982804
542,Calypte anna,terminal,0.016288,0.026243,0.620660748
543,Oreotrochilus melanogaster,terminal,0.013683,0.02358,0.580279898
544,  ,internal,0.066587,0.103968,0.640456679
545,  ,internal,0.011678,0.013726,0.850794113
546,Aegotheles bennettii,terminal,0.077403,0.084348,0.917662541
547,  ,internal,0.010461,0.010053,1.0405849
548,Podargus strigoides,terminal,0.080574,0.085134,0.946437381
549,  ,internal,0.001938,0.001555,1.246302251
550,Nyctibius bracteatus,terminal,0.020719,0.02691,0.769936826
551,Nyctibius grandis,terminal,0.015967,0.022158,0.720597527
552,  ,internal,0.034838,0.037317,0.933569151
553,Steatornis caripensis,terminal,0.078069,0.081263,0.960695519
554,  ,internal,0.000931,0.001245,0.747791165
555,  ,internal,0.001517,0.000975,1.555897436
556,Antrostomus carolinensis,terminal,0.025729,0.028612,0.899238082
557,Chordeiles acutipennis,terminal,0.028806,0.032454,0.887594749
558,  ,internal,0.003143,0.00395,0.795696203
559,Nyctiprogne leucopyga,terminal,0.021055,0.027805,0.757237907
560,  ,internal,0.048335,0.05467,0.884122919
561,  ,internal,0.006279,0.004273,1.469459396
562,  ,internal,0.000427,0.0009,0.474444444
563,Uria aalge,terminal,0.003171,0.005268,0.601936219
564,Uria lomvia,terminal,0.003077,0.005073,0.606544451
565,  ,internal,0.006508,0.006395,1.017670055
566,Alca torda,terminal,0.009601,0.011084,0.866203537
567,  ,internal,0.003131,0.004524,0.692086649
568,Cepphus grylle,terminal,0.01644,0.017569,0.935739086
569,  ,internal,0.003782,0.009976,0.379109864
570,Stercorarius parasiticus,terminal,0.021668,0.023125,0.936994595
571,  ,internal,0.001656,0.001997,0.829243866
572,Chroicocephalus maculipennis,terminal,0.003683,0.004867,0.756728991
573,Larus smithsonianus,terminal,0.003175,0.004137,0.767464346
574,  ,internal,0.000777,0.001048,0.741412214
575,Rissa tridactyla,terminal,0.001576,0.004399,0.358263242
576,  ,internal,0.01566,0.015988,0.979484613
577,Phaetusa simplex,terminal,0.019648,0.02148,0.914711359
578,Rynchops niger,terminal,0.024463,0.026359,0.928070109
579,  ,internal,0.00061,0.001126,0.541740675
580,  ,internal,0.003069,0.006707,0.457581631
581,  ,internal,0.004952,0.009448,0.524132091
582,Glareola pratincola,terminal,0.033156,0.035681,0.929234046
583,Rhinoptilus africanus,terminal,0.034294,0.036862,0.930334762
584,  ,internal,0.005732,0.007525,0.761727575
585,Dromas ardeola,terminal,0.022331,0.024524,0.910577394
586,  ,internal,0.005554,0.007257,0.765330026
587,  ,internal,0.010365,0.012337,0.840155629
588,Turnix velox,terminal,0.157814,0.164981,0.956558634
589,  ,internal,0.005127,0.007165,0.715561759
590,Nycticryphes semicollaris,terminal,0.028383,0.030378,0.934327474
591,Rostratula benghalensis,terminal,0.037064,0.03901,0.950115355
592,  ,internal,0.006306,0.018992,0.332034541
593,Jacana jacana,terminal,0.056964,0.060474,0.941958528
594,  ,internal,0.006839,0.009035,0.756945213
595,Pedionomus torquatus,terminal,0.048516,0.052537,0.923463464
596,Thinocorus orbignyianus,terminal,0.045666,0.049564,0.921354209
597,  ,internal,0.011744,0.015576,0.753980483
598,  ,internal,0.005456,0.015938,0.342326515
599,Arenaria interpres,terminal,0.021151,0.022499,0.940086226
600,Calidris pugnax,terminal,0.024532,0.025941,0.945684438
601,  ,internal,0.001869,0.012565,0.148746518
602,Limosa lapponica,terminal,0.023362,0.025128,0.929719834
603,  ,internal,0.003975,0.015415,0.257865715
604,  ,internal,0.014128,0.021842,0.646827214
605,  ,internal,0.006309,0.007907,0.797900594
606,Charadrius alexandrinus,terminal,0.022059,0.025005,0.882183563
607,Charadrius vociferus,terminal,0.028846,0.031877,0.90491577
608,  ,internal,0.007958,0.009949,0.799879385
609,Himantopus himantopus,terminal,0.018855,0.020759,0.908280746
610,Ibidorhyncha struthersii,terminal,0.024933,0.026872,0.927843108
611,  ,internal,0.006579,0.013522,0.486540453
612,  ,internal,0.009166,0.016101,0.569281411
613,Chionis minor,terminal,0.010537,0.015192,0.693588731
614,Pluvianellus socialis,terminal,0.012593,0.017289,0.728382208
615,  ,internal,0.032486,0.046668,0.696108683
616,Burhinus bistriatus,terminal,0.037921,0.040977,0.925421578
617,  ,internal,0.006443,0.008131,0.792399459
618,  ,internal,0.00329,0.004308,0.76369545
619,  ,internal,0.01192,0.01271,0.937844217
620,Balearica regulorum,terminal,0.017191,0.019337,0.889021048
621,Grus americana,terminal,0.014437,0.016563,0.871641611
622,  ,internal,0.007195,0.009246,0.778174346
623,Aramus guarauna,terminal,0.030796,0.033899,0.908463377
624,  ,internal,0.012553,0.016286,0.770784723
625,Psophia crepitans,terminal,0.066396,0.068896,0.963713423
626,  ,internal,0.0039,0.005053,0.771818722
627,Atlantisia rogersi,terminal,0.022882,0.030723,0.744784038
628,Zapornia atra,terminal,0.018027,0.025719,0.700921498
629,  ,internal,0.04843,0.049258,0.983190548
630,Heliornis fulica,terminal,0.085294,0.092104,0.926061843
631,  ,internal,0.030793,0.036395,0.846077758
632,  ,internal,0.017529,0.018415,0.951887049
633,  ,internal,0.000961,0.00117,0.821367521
634,Opisthocomus hoazin,terminal,0.088716,0.092151,0.962724224
635,  ,internal,0.000827,0.000769,1.075422627
636,  ,internal,0.000381,0.000908,0.419603524
637,  ,internal,0.001445,0.001298,1.113251156
638,Ceuthmochares aereus,terminal,0.037182,0.041053,0.905707256
639,Piaya cayana,terminal,0.050832,0.054963,0.924840347
640,  ,internal,0.011829,0.018413,0.642426546
641,Cuculus canorus,terminal,0.049603,0.054784,0.905428592
642,  ,internal,0.01755,0.024247,0.723800883
643,Centropus bengalensis,terminal,0.012955,0.02274,0.569700967
644,Centropus unirufus,terminal,0.005217,0.014976,0.348357372
645,  ,internal,0.07142,0.088251,0.809282614
646,  ,internal,0.010424,0.012757,0.817120013
647,Geococcyx californianus,terminal,0.069862,0.076328,0.915286658
648,Crotophaga sulcirostris,terminal,0.054988,0.060747,0.905196964
649,  ,internal,0.012804,0.016196,0.790565572
650,  ,internal,0.036142,0.041193,0.877382079
651,Ardeotis kori,terminal,0.018493,0.021857,0.846090497
652,Chlamydotis macqueenii,terminal,0.022038,0.025234,0.873345486
653,  ,internal,0.004337,0.004132,1.049612778
654,Lophotis ruficrista,terminal,0.017079,0.023974,0.712396763
655,  ,internal,0.054933,0.060892,0.902138212
656,  ,internal,0.001647,0.001884,0.874203822
657,Corythaeola cristata,terminal,0.023568,0.026698,0.882762754
658,Corythaixoides concolor,terminal,0.025596,0.028606,0.894777319
659,  ,internal,0.010269,0.013497,0.760835741
660,Tauraco erythrolophus,terminal,0.038326,0.04479,0.855682072
661,  ,internal,0.037852,0.041237,0.917913524
662,  ,internal,0.001987,0.001367,1.453547915
663,Columba livia,terminal,0.023458,0.026088,0.899187366
664,Patagioenas fasciata,terminal,0.024657,0.027279,0.903882107
665,  ,internal,0.010112,0.017811,0.567739038
666,Columbina picui,terminal,0.04384,0.045381,0.966043058
667,  ,internal,0.001135,0.001227,0.925020375
668,Alopecoenas beccarii,terminal,0.033286,0.036205,0.919375777
669,Caloenas nicobarica,terminal,0.025542,0.028412,0.898986344
670,  ,internal,0.001682,0.001869,0.899946495
671,  ,internal,0.06246,0.067931,0.919462396
672,Pterocles gutturalis,terminal,0.018626,0.020688,0.900328693
673,Syrrhaptes paradoxus,terminal,0.026737,0.028835,0.9272412
674,  ,internal,0.002301,0.002834,0.811926606
675,Pterocles burchelli,terminal,0.021349,0.027959,0.763582388
676,  ,internal,0.056338,0.063519,0.886947213
677,Mesitornis unicolor,terminal,0.093832,0.099887,0.939381501
678,  ,internal,0.00581,0.004009,1.449239212
679,  ,internal,0.002771,0.001987,1.39456467
680,  ,internal,0.000794,0.001072,0.740671642
681,  ,internal,0.001524,0.001899,0.802527646
682,Podiceps cristatus,terminal,0.011657,0.017418,0.669250201
683,Podilymbus podiceps,terminal,0.018568,0.024197,0.767367856
684,  ,internal,0.037684,0.05019,0.750826858
685,Phoenicopterus ruber,terminal,0.031742,0.036893,0.860380018
686,  ,internal,0.013946,0.014719,0.947482845
687,  ,internal,0.033558,0.036333,0.923623153
688,Anas platyrhynchos,terminal,0.001299,0.003413,0.380603575
689,Anas zonorhyncha,terminal,0.001304,0.003424,0.380841121
690,  ,internal,0.008233,0.0103,0.799320388
691,Asarcornis scutulata,terminal,0.011329,0.013496,0.839433906
692,  ,internal,0.002006,0.002469,0.812474686
693,Cairina moschata,terminal,0.011505,0.015114,0.761214768
694,  ,internal,0.023499,0.028025,0.838501338
695,Anser cygnoid,terminal,0.019163,0.026286,0.72901925
696,  ,internal,0.050031,0.054526,0.917562264
697,Anseranas semipalmata,terminal,0.043813,0.047116,0.929896426
698,  ,internal,0.0072,0.008768,0.821167883
699,Chauna torquata,terminal,0.055019,0.058483,0.940769112
700,  ,internal,0.007002,0.009453,0.740717233
701,Alectura lathami,terminal,0.09024,0.09616,0.93843594
702,Penelope pileata,terminal,0.085371,0.089897,0.949653492
703,Numida meleagris,terminal,0.047022,0.050516,0.930833795
704,Meleagris gallopavo,terminal,0.026889,0.029591,0.908688453
705,Tympanuchus cupido,terminal,0.036351,0.038949,0.933297389
706,  ,internal,0.003151,0.003715,0.848183042
707,Phasianus colchicus,terminal,0.027595,0.030988,0.890506002
708,  ,internal,0.017003,0.020406,0.833235323
709,Gallus gallus,terminal,0.038502,0.042739,0.90086338
710,Coturnix japonica,terminal,0.065056,0.069059,0.942035071
711,  ,internal,0.002991,0.003503,0.853839566
712,  ,internal,0.017515,0.020229,0.865836176
713,Odontophorus gujanensis,terminal,0.026094,0.029903,0.872621476
714,Colinus virginianus,terminal,0.011564,0.01391,0.831344357
715,Callipepla squamata,terminal,0.012946,0.012756,1.014894951
716,  ,internal,0.018749,0.021976,0.853157991
717,  ,internal,0.046118,0.052865,0.872373026
718,  ,internal,0.004167,0.005045,0.825966303
719,  ,internal,0.032865,0.056917,0.577419752
720,  ,internal,0.011316,0.013636,0.82986213
721,  ,internal,0.026231,0.029278,0.895928684
722,  ,internal,0.039037,0.043757,0.892131545
723,  ,internal,0,0,#DIV/0!
