,Taxon,Branch Type,l1,l2,l1/l2
1594,  ,internal,0.660935,0.004821511,137.0804712
1595,G001000815,terminal,0.154498,0.037294306,4.142669907
1596,  ,internal,0.056704,0.000120183,471.8157802
1597,G001818085,terminal,0.195659,0.020659169,9.470807068
1598,  ,internal,0.177867,0.007699421,23.10134809
1599,G001818205,terminal,0.204718,0.020333307,10.0681114
1600,  ,internal,0.642614,0.232109768,2.768578009
1601,G001000955,terminal,0.212361,0.286793637,0.740466219
1602,  ,internal,0.510239,0.14566086,3.502924528
1603,G001000505,terminal,0.428623,0.340738878,1.257922202
1604,  ,internal,0.269959,0.070165553,3.847457751
1605,G001818105,terminal,0.406118,0.001108973,366.2108006
1606,G000999025,terminal,0.444799,0.01491602,29.82022014
1607,  ,internal,0.661306,0.000727674,908.7945725
1608,G001818055,terminal,0.107739,0.01882669,5.722673533
1609,  ,internal,0.015088,2.87E-05,525.4268571
1610,G001818135,terminal,0.252083,0.005981206,42.14584959
1611,  ,internal,0.977428,0.386110568,2.531471763
1612,  ,internal,0.070272,0.067416686,1.042353229
1613,G001872435,terminal,0.195652,0.235501881,0.830787421
1614,G001889965,terminal,0.201503,0.175419619,1.148691353
1615,  ,internal,0.262232,0.084512622,3.102873804
1616,G001818435,terminal,0.106556,0.237046308,0.449515544
1617,  ,internal,0.622861,0.194739533,3.198431206
1618,  ,internal,0.091269,0.04896482,1.86397092
1619,  ,internal,0.321544,0.014226136,22.60234278
1620,G001818735,terminal,0.105042,0.005852472,17.94831312
1621,G001818315,terminal,0.122473,0.008152786,15.02222639
1622,  ,internal,0.079182,0.003448168,22.96349896
1623,G001818755,terminal,0.001928,0.000194219,9.926943258
1624,  ,internal,0.003062,2.55E-06,1201.161149
1625,G001818335,terminal,0.223793,0.000102107,2191.756271
1626,  ,internal,1.166187,0.429087148,2.71783251
1627,G001003705,terminal,0.226311,0.011674101,19.38573307
1628,G001004025,terminal,0.237099,0.012985543,18.25868982
1629,  ,internal,0.925323,0.420470043,2.200687099
1630,  ,internal,0.050914,0.091998712,0.553420791
1631,  ,internal,0.053087,0.023036788,2.304444566
1632,G001873465,terminal,1.037847,0.602517473,1.72251768
1633,  ,internal,0.214485,0.026490788,8.096588142
1634,G001779985,terminal,0.005427,2.58E-06,2099.744641
1635,G001780055,terminal,0.005427,2.58E-06,2099.744641
1636,  ,internal,0.009965,0.000235017,42.401188
1637,G001779895,terminal,0.664815,0.002375302,279.8865744
1638,  ,internal,0.134196,2.36E-06,56838.6277
1639,G001777545,terminal,1.071196,0.005083568,210.7173378
1640,  ,internal,0.992363,2.91E-06,341252.751
1641,G001777665,terminal,0.30523,0.000241149,1265.734074
1642,  ,internal,0.467755,0.006938236,67.41698798
1643,G001780145,terminal,0.059802,0.006083106,9.830833454
1644,  ,internal,0.032782,5.15E-05,636.3422839
1645,G001777775,terminal,0.055484,0.007492642,7.40513199
1646,  ,internal,0.371699,0.1831119,2.029900838
1647,G001779915,terminal,0.156455,0.13892305,1.126198998
1648,  ,internal,0.037917,0.03100139,1.223074203
1649,G001777825,terminal,0.075906,0.000385114,197.0999771
1650,G001777655,terminal,0.077197,0.003553562,21.72383531
1651,  ,internal,0.358858,0.131772506,2.723314682
1652,G001777855,terminal,0.147505,0.183226953,0.805039859
1653,  ,internal,0.015142,0.036893168,0.410428292
1654,  ,internal,0.135583,0.056844163,2.385170119
1655,G001779995,terminal,0.008433,0.002449074,3.443342822
1656,G001777575,terminal,0.01269,0.000115311,110.0500212
1657,  ,internal,0.013605,2.38E-06,5715.906226
1658,G001777815,terminal,0.083895,0.005654933,14.83571875
1659,  ,internal,0.418005,0.198919438,2.101378353
1660,  ,internal,0.426247,0.181751633,2.345216898
1661,G001780065,terminal,0.027893,0.000272565,102.3352228
1662,G001777695,terminal,0.027332,0.000164208,166.4477366
1663,  ,internal,0.382669,0.141009011,2.713791107
1664,G001779925,terminal,0.016618,0.125489955,0.132424942
1665,  ,internal,0.546557,0.212749905,2.569011721
1666,  ,internal,0.011829,0.044277554,0.267155681
1667,G001777585,terminal,0.635871,0.38273525,1.661386036
1668,  ,internal,0.077637,0.039344333,1.973270194
1669,G001779955,terminal,0.554138,0.431708129,1.283594082
1670,  ,internal,0.369229,0.127863416,2.887682894
1671,  ,internal,0.029214,0.022421495,1.302946101
1672,  ,internal,0.011564,0.012300967,0.940088663
1673,G001817065,terminal,0.042489,0.008000501,5.310792146
1674,G001001305,terminal,0.138479,0.003758192,36.84723539
1675,  ,internal,0.052065,2.57E-06,20258.75486
1676,G001817145,terminal,0.117618,0.001548469,75.95760225
1677,  ,internal,0.200709,0.001411831,142.162159
1678,G001817175,terminal,0.157672,0.04861057,3.243574405
1679,  ,internal,0.007466,2.45E-06,3048.591262
1680,G001817135,terminal,0.163664,0.005016598,32.62449971
1681,  ,internal,0.703791,0.29933748,2.351162308
1682,G001817095,terminal,0.08048,0.015426378,5.21703812
1683,G001817035,terminal,0.211382,0.013339576,15.84623127
1684,  ,internal,0.010889,2.66E-06,4099.619743
1685,G001817055,terminal,0.095619,0.001131865,84.47914862
1686,  ,internal,0.359592,0.129052504,2.786400793
1687,G001817115,terminal,0.105411,0.161404642,0.653085306
1688,  ,internal,0.404872,0.172754257,2.343629662
1689,  ,internal,0.778769,0.316501761,2.46055187
1690,  ,internal,0.105559,0.039948239,2.642394344
1691,G001790365,terminal,0.087717,0.000228186,384.4094127
1692,G001790435,terminal,0.088623,0.006077085,14.58314307
1693,  ,internal,0.401475,0.128787521,3.11734395
1694,G001003725,terminal,0.106542,0.18066378,0.589725289
1695,  ,internal,0.194078,0.041415183,4.686155765
1696,G000463895,terminal,0.210703,0.1555206,1.354823733
1697,  ,internal,0.031105,0.026200363,1.187197305
1698,G000503915,terminal,0.203721,0.172010553,1.184351752
1699,G000392435,terminal,0.28565,0.231696468,1.23286299
1700,  ,internal,0.024792,0.05093852,0.486704362
1701,  ,internal,0.0359,0.016228609,2.212142725
1702,G001897305,terminal,0.003948,0.079088624,0.049918684
1703,G001897295,terminal,0.000435,0.074297438,0.005854845
1704,  ,internal,0.413778,0.117581086,3.519086386
1705,G001873625,terminal,0.190388,0.209552028,0.908547639
1706,  ,internal,0.029043,0.03598148,0.807165233
1707,  ,internal,0.073231,0.040956735,1.788008745
1708,G000803625,terminal,0.304663,0.208730116,1.459602507
1709,  ,internal,0.185692,0.061787699,3.005323105
1710,G001790495,terminal,0.225432,0.219997675,1.024701737
1711,  ,internal,0.384245,0.1551648,2.476367061
1712,G001790575,terminal,0.056571,0.005778615,9.789715709
1713,G001002185,terminal,0.11629,0.094300545,1.233184815
1714,  ,internal,0.131899,0.071580374,1.842669902
1715,G001790525,terminal,0.021295,0.082409517,0.258404622
1716,  ,internal,0.313947,0.152177633,2.063029855
1717,G001788565,terminal,0.088435,0.001732549,51.04329234
1718,G001790625,terminal,0.088788,0.004189802,21.19145386
1719,  ,internal,0.436878,0.166265979,2.627585053
1720,  ,internal,0.241848,0.083481864,2.897012472
1721,G001790455,terminal,0.236605,0.223766202,1.057375947
1722,  ,internal,0.10472,0.069905752,1.498016926
1723,G001790445,terminal,0.436481,0.32475727,1.344022259
1724,  ,internal,0.182086,0.082643292,2.203276217
1725,  ,internal,0.54346,0.297397547,1.827385616
1726,G000997185,terminal,0.019756,2.48E-06,7961.313722
1727,G000995065,terminal,0.115116,0.004011452,28.69683808
1728,  ,internal,0.06075,2.05E-06,29582.19712
1729,G000995395,terminal,0.072531,0.005106742,14.2029903
1730,G001771115,terminal,0.064783,0.007143381,9.068955518
1731,  ,internal,0.102566,0.00543316,18.8777798
1732,  ,internal,0.412233,0.153339612,2.688365997
1733,G000995565,terminal,0.078853,0.007291268,10.81471641
1734,G000993275,terminal,0.074095,0.000406777,182.1516238
1735,  ,internal,0.342325,0.07793842,4.392249665
1736,G001872945,terminal,0.027124,0.053955481,0.50271074
1737,  ,internal,0.29593,0.14334791,2.064417965
1738,  ,internal,0.567659,0.215502004,2.634123991
1739,G001872935,terminal,0.464412,0.407311888,1.14018769
1740,  ,internal,0.409766,0.090659954,4.519812568
1741,  ,internal,0.015326,0.034402307,0.445493384
1742,G001774395,terminal,0.061381,2.35E-06,26090.70815
1743,G001776125,terminal,0.09583,0.016836121,5.691928681
1744,  ,internal,0.129011,0.003598624,35.85009159
1745,G001776175,terminal,0.232912,0.015964706,14.58918237
1746,  ,internal,0.911098,0.511982425,1.779549368
1747,G000991185,terminal,1.027517,0.572131146,1.795946624
1748,  ,internal,0.18052,0.079677207,2.265641669
1749,G001776145,terminal,0.858576,0.421839098,2.035316318
1750,G000991925,terminal,0.361077,0.469285254,0.769419019
1751,  ,internal,0.062879,0.057370982,1.096007045
1752,  ,internal,0.036257,0.038618429,0.938852287
1753,G001776195,terminal,0.684475,0.420961822,1.625978805
1754,G000993135,terminal,0.838326,0.463818813,1.807442855
1755,  ,internal,0.207835,0.078374368,2.651823634
1756,  ,internal,0.197214,0.053801572,3.66558064
1757,G001029795,terminal,0.26235,0.006771178,38.74510519
1758,G001004445,terminal,0.221606,0.002445226,90.62803857
1759,  ,internal,0.638359,0.004010304,159.179715
1760,G001004375,terminal,0.050317,0.021587882,2.33079834
1761,  ,internal,0.181245,0.094776535,1.912340433
1762,G001771215,terminal,0.015506,2.58E-06,5999.380949
1763,G001771185,terminal,0.015506,2.58E-06,5999.380949
1764,  ,internal,0.224972,0.104614708,2.150481552
1765,  ,internal,0.469647,0.187713902,2.501929774
1766,G001771275,terminal,0.152841,0.014290041,10.69563046
1767,G001772265,terminal,0.204546,0.049039592,4.171038007
1768,  ,internal,0.42707,0.182513293,2.339939156
1769,G001772255,terminal,0.198227,0.205875481,0.962848996
1770,  ,internal,0.308309,0.132185363,2.332398931
1771,  ,internal,0.690064,0.268222624,2.572728537
1772,  ,internal,0.160969,0.030074488,5.352343856
1773,  ,internal,0.023847,0.033383915,0.714326052
1774,  ,internal,0.038551,0.026118539,1.476001401
1775,G001430805,terminal,0,2.58E-06,0
1776,G001430845,terminal,0,2.58E-06,0
1777,  ,internal,1.00E-06,2.10E-06,0.476962702
1778,G001430905,terminal,1.00E-06,2.58E-06,0.386907065
1779,  ,internal,0,1.00E-06,0
1780,G001430885,terminal,0.000551,2.58E-06,213.1857928
1781,  ,internal,0,2.63E-06,0
1782,G001430755,terminal,8.00E-06,2.58E-06,3.095256519
1783,  ,internal,2.50E-05,0.001361568,0.018361182
1784,G001787775,terminal,0.031253,0.001844857,16.94060473
1785,  ,internal,0.054723,0.000800754,68.33934017
1786,G001789115,terminal,0.041335,0.008243211,5.014429267
1787,  ,internal,0.230757,0.094448196,2.443212359
1788,G001872575,terminal,0.044324,0.099421567,0.445818761
1789,  ,internal,0.300678,0.132218012,2.274107701
1790,G001789155,terminal,0.11098,0.001287726,86.18295699
1791,G001787805,terminal,0.107003,0.009947314,10.75697409
1792,  ,internal,0.456509,0.188730165,2.418844917
1793,  ,internal,0.068035,0.05618686,1.210870302
1794,G001787585,terminal,0.060255,0.013192968,4.567205975
1795,G001787705,terminal,0.057433,0.02233157,2.571829948
1796,  ,internal,0.04471,0.002137244,20.91946059
1797,G001787675,terminal,0.068707,0.013797654,4.979614759
1798,  ,internal,0.282968,0.09630463,2.938259559
1799,G001788925,terminal,0.106292,0.012428254,8.55244811
1800,G001788995,terminal,0.084302,0.02369517,3.557771523
1801,  ,internal,0.216739,0.070195633,3.087642232
1802,  ,internal,0.360323,0.153147856,2.352778615
1803,  ,internal,0.02336,0.019362271,1.206470059
1804,G001787565,terminal,0.183349,0.021253335,8.626834492
1805,G001787535,terminal,0.146565,0.001482878,98.8381785
1806,  ,internal,0.533765,0.202873386,2.631025243
1807,  ,internal,0.012415,0.020492474,0.605832159
1808,G001789075,terminal,0,2.58E-06,0
1809,G001789085,terminal,0,2.29E-06,0
1810,  ,internal,1.00E-06,2.10E-06,0.477030959
1811,G001787755,terminal,2.50E-05,2.58E-06,9.672676623
1812,  ,internal,0.000275,2.47E-06,111.3901491
1813,G001787725,terminal,0.035524,0.001738839,20.42972234
1814,  ,internal,0.033986,2.13E-06,15947.63268
1815,G001787795,terminal,0.108703,0.004448003,24.43860707
1816,  ,internal,0.005571,2.75E-06,2024.566632
1817,G001789125,terminal,0.021317,0.001096482,19.44126407
1818,  ,internal,0.029952,2.54E-06,11794.91218
1819,G001789165,terminal,0.065575,0.003488728,18.79624949
1820,  ,internal,0.107227,0.000823429,130.2201551
1821,G001004775,terminal,0.036424,0.013644466,2.669507262
1822,  ,internal,0.041262,2.00E-06,20589.82036
1823,G001004735,terminal,0.301642,0.059275651,5.088801134
1824,  ,internal,0.261334,0.001650886,158.2992501
1825,G001004835,terminal,0.224773,0.032157562,6.989740124
1826,  ,internal,0.496935,0.222034079,2.238102376
1827,  ,internal,0.094251,0.032927015,2.862421675
1828,G001787615,terminal,0.045205,0.000449936,100.4697999
1829,G001788915,terminal,0.013101,0.001673377,7.829077628
1830,  ,internal,0.004304,0.002798127,1.538171564
1831,G001789045,terminal,0.680123,0.001490076,456.4350774
1832,  ,internal,0.464059,0.00679737,68.27037315
1833,G001789035,terminal,0.054532,0.012531612,4.351555195
1834,  ,internal,0.199501,2.50E-06,79707.93879
1835,G001789005,terminal,0.146407,0.023143579,6.326031023
1836,  ,internal,0.068943,0.000226511,304.369593
1837,G001787625,terminal,0.108907,0.005006881,21.75146433
1838,  ,internal,0.481459,0.248235244,1.939527166
1839,G001787485,terminal,0.12256,0.0016487,74.33736121
1840,G001788955,terminal,0.12521,0.009588409,13.05847576
1841,  ,internal,0.489026,0.208473189,2.345750082
1842,  ,internal,0.247144,0.062982023,3.924040344
1843,G001787555,terminal,0.172028,0.278018702,0.618764128
1844,  ,internal,0.054625,0.024553538,2.224730338
1845,  ,internal,0.287364,0.292533879,0.982327248
1846,G001788795,terminal,0.457681,0.007002467,65.35996715
1847,G001788805,terminal,0.487145,0.007644456,63.72526788
1848,  ,internal,0.53409,0.012235305,43.65154736
1849,G001788875,terminal,0.23836,0.030098593,7.919307111
1850,  ,internal,0.119662,0.000826511,144.7797173
1851,G001788845,terminal,0.12381,0.01048825,11.80463864
1852,  ,internal,0.390838,0.161983618,2.412824236
1853,G000999965,terminal,0.086035,0.006281758,13.69600741
1854,G000999315,terminal,0.08542,0.000263362,324.3439458
1855,  ,internal,0.414826,0.13652823,3.038389938
1856,  ,internal,0.106018,0.052246158,2.029201841
1857,G001873565,terminal,0.14705,0.19149546,0.767903322
1858,  ,internal,0.423341,0.150407646,2.814624191
1859,G001787475,terminal,0.372175,0.044659509,8.333611494
1860,G001788715,terminal,0.313211,0.021809474,14.36123618
1861,  ,internal,0.854829,0.3478434,2.457511055
1862,  ,internal,0.017699,0.032906919,0.537850407
1863,G000995295,terminal,0.13121,0.037634939,3.486388008
1864,G000993615,terminal,0.123644,0.010217409,12.10130623
1865,  ,internal,0.395016,0.178833452,2.208848485
1866,G000999445,terminal,0.12265,0.196737146,0.623420654
1867,  ,internal,0.442123,0.159889812,2.765173061
1868,  ,internal,0.16486,0.038898728,4.23818488
1869,G000989565,terminal,0.254149,0.007658006,33.187358
1870,G000989635,terminal,0.200754,0.00355227,56.51428841
1871,  ,internal,0.397075,0.001467101,270.6528966
1872,G001788765,terminal,0.074397,0.015532975,4.789617082
1873,  ,internal,0.074477,0.005989983,12.43359142
1874,G001788885,terminal,0.035188,0.01556435,2.260807594
1875,  ,internal,0.087188,0.355040463,0.245572009
1876,  ,internal,0.023307,0.032656686,0.713697642
1877,G000992775,terminal,0.086991,0.033128293,2.625882385
1878,G000993595,terminal,0.026543,0.006583889,4.03150776
1879,  ,internal,0.065364,0.017340832,3.769369313
1880,G000992695,terminal,0.200344,0.018437359,10.86619818
1881,  ,internal,0.79741,0.32715261,2.437425155
1882,G001788685,terminal,0.208311,0.007023955,29.65722261
1883,G001787455,terminal,0.200309,0.005468681,36.6283909
1884,  ,internal,0.755519,0.346855928,2.178192555
1885,  ,internal,0.183982,0.073488408,2.503551322
1886,G000999945,terminal,0.578507,0.374565584,1.544474519
1887,  ,internal,0.012744,0.034046492,0.374311697
1888,  ,internal,0.028514,0.029527006,0.965692214
1889,G001788755,terminal,0.208881,0.006324258,33.02853712
1890,G001788835,terminal,0.208883,0.007303639,28.59985158
1891,  ,internal,0.955278,0.416044575,2.296095315
1892,  ,internal,0.296288,0.070810377,4.184245464
1893,  ,internal,0.105953,0.055127646,1.921957622
1894,G001773455,terminal,0.731602,0.504530576,1.450064743
1895,  ,internal,0.281222,0.081687717,3.442647324
1896,  ,internal,0.159835,0.023969134,6.668367688
1897,G000996475,terminal,0.131564,0.013700759,9.602680027
1898,G001793705,terminal,0.064611,0.00032332,199.8360757
1899,  ,internal,0.083063,2.70E-06,30791.44425
1900,G001793575,terminal,0.481014,0.014892201,32.29972586
1901,  ,internal,0.60652,2.05E-06,296253.6023
1902,G000995865,terminal,0.153103,0.060854587,2.515882665
1903,  ,internal,0.014581,0.000160676,90.74761446
1904,G001793455,terminal,0.010021,0.001565164,6.402524771
1905,  ,internal,0.015885,2.28E-06,6952.164208
1906,G000996785,terminal,0.089968,0.000874238,102.910168
1907,G000996975,terminal,0.155602,0.025411391,6.12331695
1908,  ,internal,0.144738,0.004471051,32.37225431
1909,  ,internal,0.049354,0.001705547,28.93735234
1910,G000997405,terminal,0.095829,0.024126165,3.971994671
1911,  ,internal,0.326241,0.128641386,2.536050095
1912,G000994465,terminal,0.103404,0.029954592,3.452024973
1913,G000996165,terminal,0.079417,0.005175109,15.34595696
1914,  ,internal,0.282462,0.08089363,3.4917706
1915,  ,internal,0.255405,0.085584724,2.984235846
1916,G001001045,terminal,0.159323,0.010206754,15.60956644
1917,G001000385,terminal,0.081762,0.00839419,9.740308591
1918,  ,internal,0.050549,0.007474153,6.763174279
1919,G001793355,terminal,0.007721,2.39E-06,3230.814294
1920,  ,internal,0.011498,2.20E-06,5220.668362
1921,G001793535,terminal,0.007511,0.000333412,22.52769022
1922,  ,internal,0.008147,0.010344885,0.787538962
1923,G001793715,terminal,0.03043,0.001460727,20.83209964
1924,  ,internal,0.012073,0.010082274,1.197448151
1925,G000999065,terminal,0.319668,0.002240015,142.7079729
1926,G001793615,terminal,0.310969,0.012454074,24.96925885
1927,  ,internal,0.3348,0.007631027,43.87352082
1928,  ,internal,0.469082,0.143152397,3.276801575
1929,  ,internal,0.306684,0.070029465,4.379356635
1930,G000994565,terminal,0.082667,0.237246773,0.348443096
1931,  ,internal,0.31588,0.07807421,4.045894279
1932,G000989765,terminal,1.00E-06,0.000119029,0.0084013
1933,G000989925,terminal,0.003108,2.58E-06,1202.507158
1934,  ,internal,2.00E-06,2.10E-06,0.953652489
1935,G000989825,terminal,0.007829,0.000206502,37.91252082
1936,  ,internal,0.012755,0.000150206,84.91682745
1937,G000989685,terminal,0.000217,2.58E-06,83.95883309
1938,  ,internal,2.00E-06,0.000118257,0.016912318
1939,G001791935,terminal,0.000416,0.000118118,3.521898845
1940,G000989595,terminal,0.000662,0.000234307,2.825357886
1941,  ,internal,2.00E-06,2.36E-06,0.846955196
1942,  ,internal,0.003885,2.57E-06,1513.557737
1943,G001793665,terminal,0.24211,0.00845817,28.62439477
1944,  ,internal,0.344291,0.00091606,375.8388778
1945,G001793465,terminal,0.107367,0.027030802,3.972024167
1946,  ,internal,0.25795,0.095092015,2.712635753
1947,G000989855,terminal,0.002253,0.000120979,18.62306681
1948,G000990005,terminal,0.000337,0.000263985,1.276589619
1949,  ,internal,0.00393,2.58E-06,1521.486643
1950,G000989845,terminal,0.139267,0.000139958,995.0620936
1951,  ,internal,0.173303,0.002371627,73.07347932
1952,G000989865,terminal,0.006884,0.004629817,1.486883791
1953,  ,internal,0.172613,0.106338917,1.623234519
1954,  ,internal,0.375791,0.13453157,2.793329485
1955,G000989245,terminal,0.016216,0.001116695,14.52141999
1956,G000989325,terminal,0.001379,0.000225265,6.121689782
1957,  ,internal,0.000269,2.97E-06,90.58764102
1958,G001793635,terminal,0.030907,2.34E-06,13218.28757
1959,  ,internal,0.518009,0.177605653,2.916624511
1960,  ,internal,0.378002,0.138146749,2.736235217
1961,  ,internal,0.190909,0.057912097,3.296530619
1962,G001793755,terminal,0.081395,0.027355087,2.975497811
1963,G001793545,terminal,0.070107,0.001879154,37.30774593
1964,  ,internal,0.014078,0.012964394,1.085897258
1965,G001793625,terminal,0.119211,0.010737051,11.10276907
1966,  ,internal,0.429979,0.200680727,2.142602366
1967,G001792165,terminal,0.229605,0.204082908,1.125057471
1968,  ,internal,0.139765,0.038285459,3.650602748
1969,G001793345,terminal,0.253568,0.248701308,1.019568421
1970,  ,internal,0.069512,0.021444536,3.241478389
1971,G001792155,terminal,0.003462,0.115243718,0.030040683
1972,G001792925,terminal,0.019384,0.140361255,0.138100788
1973,  ,internal,0.367316,0.135330305,2.714218363
1974,  ,internal,0.191832,0.044494876,4.311327864
1975,  ,internal,0.169358,0.047611154,3.557107648
1976,G000992365,terminal,0.139427,0.028283499,4.929623523
1977,G000993305,terminal,0.25892,0.009225067,28.06700604
1978,  ,internal,0.094256,0.012027426,7.836755696
1979,G000994895,terminal,0.140907,0.046361301,3.039323694
1980,  ,internal,0.119381,0.001850131,64.52570464
1981,G001793075,terminal,0.132333,0.005773768,22.91969433
1982,  ,internal,0.022333,0.003918471,5.699417086
1983,G001792295,terminal,0.142958,0.014811361,9.651914914
1984,  ,internal,0.430755,0.15897706,2.709541874
1985,G000993405,terminal,0.170153,0.018700362,9.09891477
1986,G000993365,terminal,0.17824,0.042209085,4.222787562
1987,  ,internal,0.465045,0.138608215,3.355104162
1988,  ,internal,0.281725,0.091010384,3.095525887
1989,G001793105,terminal,0.00124,0.00171102,0.724713744
1990,G001792345,terminal,7.30E-05,2.58E-06,28.24421574
1991,  ,internal,0.000232,2.53E-06,91.52234802
1992,G001792545,terminal,0.091227,0.000148434,614.5968003
1993,  ,internal,0.199419,0.00168103,118.6290548
1994,G001791885,terminal,0.209557,0.026056863,8.042295836
1995,  ,internal,0.574082,0.17594172,3.262910015
1996,G001792255,terminal,0.150903,0.021499255,7.018987272
1997,G001793015,terminal,0.134375,0.003860514,34.80754298
1998,  ,internal,0.501813,0.202502616,2.478056876
1999,  ,internal,0.151926,0.047231707,3.216610415
2000,  ,internal,0.043145,0.022738196,1.897468073
2001,G000993085,terminal,0.090924,0.016079187,5.654763656
2002,G000992125,terminal,0.086501,0.041692417,2.074741813
2003,  ,internal,0.126047,0.016719982,7.538704378
2004,G001792265,terminal,0.183047,0.043646681,4.193835456
2005,  ,internal,0.549719,0.224846498,2.444863519
2006,  ,internal,0.093332,0.022364247,4.173268145
2007,G001792225,terminal,0.18308,0.014959355,12.23849582
2008,G001792995,terminal,0.189729,0.012579964,15.0818399
2009,  ,internal,0.560567,0.205463542,2.728303987
2010,G001792585,terminal,0.184314,0.186787269,0.986758902
2011,  ,internal,0.146579,0.057444695,2.551654261
2012,  ,internal,0.092215,0.045268322,2.03707571
2013,G001792215,terminal,0.316962,0.339432082,0.933800949
2014,  ,internal,0.138919,0.033883311,4.099923977
2015,G001793095,terminal,0.196942,0.008123286,24.24413097
2016,G001792375,terminal,0.119188,2.23E-06,53505.11762
2017,  ,internal,0.220151,2.05E-06,107437.8996
2018,G001792065,terminal,0.056416,0.007274993,7.754784201
2019,  ,internal,0.069888,0.000151937,459.9813343
2020,G001792575,terminal,0.154873,0.005535294,27.97918484
2021,  ,internal,0.655195,0.250834824,2.612057568
2022,G000992255,terminal,0.203737,0.022032544,9.24709388
2023,G000993025,terminal,0.190031,0.023481292,8.09286804
2024,  ,internal,0.26422,0.025994476,10.16446745
2025,G000992825,terminal,0.281697,0.035357869,7.967024235
2026,  ,internal,0.71992,0.266203137,2.704400885
2027,  ,internal,0.15489,0.068493036,2.261397803
2028,G000990505,terminal,0.043116,0.000394683,109.2421837
2029,G000993115,terminal,0.096792,0.02999636,3.226791571
2030,  ,internal,0.075239,0.007706841,9.762625179
2031,G000992155,terminal,0.212848,0.010743615,19.81158093
2032,  ,internal,0.745261,0.276048681,2.699744829
2033,  ,internal,0.232975,0.046328548,5.028756816
2034,  ,internal,0.032803,0.018349481,1.78767997
2035,G001792005,terminal,0.346035,0.331287787,1.044514809
2036,  ,internal,0.149976,0.023536676,6.372012823
2037,G001792035,terminal,0.243146,0.040572506,5.992876033
2038,G001791965,terminal,0.271566,0.053872451,5.040906762
2039,  ,internal,0.618093,0.257164504,2.403492673
2040,  ,internal,0.046425,0.026859715,1.728424918
2041,  ,internal,0.112856,0.02403802,4.694895914
2042,G001792935,terminal,0.047013,2.58E-06,18189.66184
2043,G001792535,terminal,0.104022,0.005056977,20.56999666
2044,  ,internal,0.073812,2.10E-06,35193.82063
2045,G001793165,terminal,0.047913,0.00486039,9.857851522
2046,  ,internal,0.004047,2.42E-06,1673.351251
2047,G001792415,terminal,0.10842,2.58E-06,41948.46398
2048,  ,internal,0.165798,0.005184243,31.98114101
2049,G001792075,terminal,0.010976,0.005832161,1.881978353
2050,  ,internal,0.001917,2.27E-06,844.5305961
2051,G001793255,terminal,0.088229,0.000469513,187.9159895
2052,  ,internal,0.565739,0.189049452,2.992545045
2053,G001793085,terminal,0.104609,0.00146473,71.41863298
2054,G001792305,terminal,0.101302,0.003730562,27.15461883
2055,  ,internal,0.425975,0.173818181,2.450693003
2056,  ,internal,0.383258,0.125633207,3.050610661
2057,G001792335,terminal,0.266999,2.90E-06,91960.80457
2058,G001793005,terminal,0.280808,0.006418354,43.75078096
2059,  ,internal,0.571477,0.005583599,102.3492177
2060,G001792495,terminal,0.171711,0.021333877,8.048748045
2061,  ,internal,0.604711,0.286940418,2.107444479
2062,  ,internal,0.134125,0.093463987,1.435044712
2063,  ,internal,0.014869,0.033270212,0.446916305
2064,G001793335,terminal,0.038604,0.018308201,2.108563318
2065,G001793475,terminal,0.034337,0.003939726,8.715581613
2066,  ,internal,0.127055,0.292561902,0.434284161
2067,G001792425,terminal,0.148834,0.301569281,0.4935317
2068,  ,internal,0.252602,0.070052126,3.605914819
2069,G001792465,terminal,0.211554,0.004017071,52.66374562
2070,G001793185,terminal,0.211245,0.013291834,15.89284043
2071,  ,internal,0.771685,0.300841074,2.565091893
2072,  ,internal,0.057113,0.047897005,1.192412769
2073,  ,internal,0.3757,0.080669424,4.657278851
2074,G001816475,terminal,0.061171,0.008707072,7.025438955
2075,G001816375,terminal,0.00688,0.000125021,55.03088689
2076,  ,internal,0.007725,0.001257597,6.142665371
2077,G001816405,terminal,0.141578,0.006316728,22.41318713
2078,  ,internal,0.560565,0.234178889,2.393746942
2079,G001816895,terminal,0.246331,0.257946663,0.95496874
2080,  ,internal,0.193204,0.068831583,2.806909156
2081,G001816455,terminal,6.80E-05,0.000267184,0.254506448
2082,G001816425,terminal,0.000172,0.000141766,1.2132695
2083,  ,internal,0.000177,0.004689689,0.037742376
2084,G001816555,terminal,0.183537,0.034223967,5.362820708
2085,  ,internal,0.686985,0.314735951,2.182734444
2086,  ,internal,0.377911,0.148082758,2.552025677
2087,  ,internal,0.246923,0.059391304,4.157561532
2088,G001775635,terminal,0.704461,0.002163199,325.6570026
2089,G001773715,terminal,0.681262,0.00044974,1514.791442
2090,  ,internal,0.918123,2.21E-06,415308.7257
2091,G001775645,terminal,0.28504,0.052471875,5.432243474
2092,  ,internal,0.03709,0.015356383,2.41528236
2093,G001003155,terminal,0.571834,0.020044449,28.52829771
2094,  ,internal,0.445389,0.000305829,1456.333917
2095,G001773645,terminal,0.303758,0.001879094,161.651315
2096,G001773585,terminal,0.288513,0.004302825,67.05199335
2097,  ,internal,0.385934,0.039099597,9.870536416
2098,  ,internal,0.032254,2.81E-06,11490.96868
2099,G001003465,terminal,1.306626,0.031168254,41.92169338
2100,  ,internal,1.596548,0.007611967,209.7418447
