method,taxa,rtt
caml,G000012525,1.430308411
caml,G000817325,1.433832909
caml,G000238775,1.42606121
caml,G000018105,1.428780127
caml,G000022045,1.372790089
caml,G000316685,1.460840722
caml,G000505665,1.516926159
caml,G000011345,1.518583402
caml,G001698445,1.441453686
caml,G001913845,1.434243472
caml,G000332095,1.472915249
caml,G000309385,1.502992132
caml,G000763385,1.504034137
caml,G001314865,1.541688981
caml,G000155595,1.558971309
caml,G000316115,1.513056465
caml,G000482245,1.516322356
caml,G000317045,1.376651429
caml,G000775285,1.470088349
caml,G000733415,1.418297372
caml,G001939115,1.433203081
caml,G000309945,1.429223984
caml,G001650195,1.485578724
caml,G001895925,1.479797915
caml,G000353285,1.502493261
caml,G001485215,1.514323064
caml,G001548435,1.518766889
caml,G001870905,1.531624869
caml,G001314905,1.509866009
caml,G001657325,1.507505992
caml,G000332355,1.515803113
caml,G000473895,1.594883225
caml,G000317635,1.578198697
caml,G000317615,1.582213422
caml,G000380225,1.534729333
caml,G001890765,1.579793289
caml,G000314005,1.534234313
caml,G000252485,1.585686857
caml,G000252425,1.587569762
caml,G000252465,1.593920281
caml,G001904615,1.645885902
caml,G000316605,1.652539369
caml,G000485815,1.644806795
caml,G001693255,1.628074676
caml,G000019485,1.63276255
caml,G001693295,1.631075485
caml,G001521855,1.631931776
caml,G000715475,1.633029902
caml,G001693275,1.63471914
caml,G000317575,1.543185547
caml,G000332055,1.627319637
caml,G000332195,1.650905123
caml,G000756305,1.634929792
caml,G000332035,1.61834249
caml,G001747005,1.697197567
caml,G000317655,1.684400962
caml,G000317675,1.702710349
caml,G001548115,1.692649599
caml,G000332235,1.700835873
caml,G000478825,1.679793162
caml,G000284215,1.681160005
caml,G000009725,1.681131522
caml,G000340785,1.681131522
caml,G000284455,1.681131734
caml,G000284135,1.681132734
caml,G000270265,1.68113483
caml,G001318385,1.68113483
caml,G001904635,1.578727649
caml,G000317025,1.582562111
caml,G000021805,1.630887178
caml,G000829235,1.722789349
caml,G000737945,1.904690798
caml,G000025125,1.906777199
caml,G000169335,1.675935038
caml,G000017845,1.672019297
caml,G000231425,1.672019297
caml,G001039615,1.705314912
caml,G000167195,1.703809946
caml,G001039555,1.703755976
caml,G001039635,1.698378169
caml,G000235665,1.696756976
caml,G001050835,1.706620082
caml,G000147335,1.6410046
caml,G000021825,1.634068419
caml,G000787675,1.684954669
caml,G000312165,1.683221536
caml,G001578075,1.687797881
caml,G000010625,1.684568863
caml,G000312265,1.688889729
caml,G000297435,1.688411882
caml,G000312725,1.688600679
caml,G000312285,1.685724392
caml,G000981785,1.690610062
caml,G001704955,1.691376166
caml,G000312185,1.688982138
caml,G001264245,1.685792762
caml,G000332585,1.685851139
caml,G000312245,1.688644259
caml,G001885655,1.687714631
caml,G000330925,1.694299821
caml,G001725075,1.690096561
caml,G000312205,1.686926329
caml,G001706385,1.69843054
caml,G000307995,1.689919701
caml,G000599945,1.690243544
caml,G001746915,1.442730553
caml,G001890975,1.520795379
caml,G000332335,1.474781646
caml,G001276715,1.545338826
caml,G000317105,1.52364474
caml,G000214075,1.512453495
caml,G000317475,1.521970322
caml,G001698425,1.531676321
caml,G000332155,1.507499554
caml,G000180455,1.509765495
caml,G000987385,1.692508681
caml,G000014265,1.606795321
caml,G900010725,1.57711532
caml,G001873365,1.602824669
caml,G000710505,1.614026089
caml,G900009135,1.607889129
caml,G000478195,1.598515916
caml,G001611905,1.626260847
caml,G000175415,1.624939599
caml,G000210375,1.62611739
caml,G000973065,1.622260629
caml,G000176895,1.623662869
caml,G000173555,1.636752006
caml,G000974245,1.628443497
caml,G000307915,1.630670271
caml,G000317145,1.618107846
caml,G000317495,1.473436577
caml,G000155555,1.530190934
caml,G000317515,1.492586007
caml,G001854205,1.54996982
caml,G001767235,1.547117435
caml,G001942495,1.557957367
caml,G001904725,1.499353695
caml,G000332075,1.568381432
caml,G000952155,1.537354258
caml,G000317125,1.547673317
caml,G001904655,1.527718077
caml,G000317555,1.511967076
caml,G000734895,1.600897635
caml,G000317435,1.661971354
caml,G000331305,1.636703221
caml,G000316665,1.651399816
caml,G000613065,1.673138303
caml,G000350105,1.777232176
caml,G000350125,1.851045379
caml,G000346485,1.588270047
caml,G000760695,1.586422771
caml,G000828085,1.596885644
caml,G000315565,1.577761991
caml,G000817735,1.675601478
caml,G000828075,1.592783614
caml,G000332255,1.630988131
caml,G000317265,1.568586137
caml,G000317285,1.566476836
caml,G000517105,1.560884898
caml,G000317205,1.581964556
caml,G000317225,1.591835178
caml,G001548455,1.594439421
caml,G001904645,1.595377976
caml,G000447295,1.595246891
caml,G001275395,1.589705961
caml,G000317245,1.589067134
caml,G000315585,1.607652245
caml,G000934435,1.678259538
caml,G000316625,1.561633767
caml,G001298445,1.581946392
caml,G000316645,1.567335098
caml,G001548375,1.590895853
caml,G000009705,1.601476197
caml,G000204075,1.602094771
caml,G001672205,1.599615085
caml,G000340565,1.615363451
caml,G001904715,1.580770012
caml,G000020025,1.588256667
caml,G000300115,1.567267378
caml,G000332295,1.601281092
caml,G000316575,1.584129478
caml,G000317535,1.574173118
caml,G001858025,1.616305942
caml,G000332135,1.613030754
caml,G000426925,1.679696276
caml,G000521175,1.676132167
caml,G000312705,1.680557246
caml,G000196515,1.635456738
caml,G001586785,1.63046619
caml,G000175855,1.755103567
caml,G001586755,1.749166143
caml,G001858125,1.748891202
caml,G001432185,1.748532199
caml,G001858115,1.756014036
caml,G000175835,1.75369625
caml,G001676585,1.753200646
caml,G001724515,1.487879787
caml,G001787865,1.685935582
caml,G001917855,1.256959553
caml,G000397765,1.417561055
caml,G000380725,1.407902503
caml,G000494245,1.401801765
caml,G001302805,1.319668213
caml,G001768085,1.293709454
caml,G000724625,1.514628824
caml,G001898035,1.497298711
caml,G000404425,1.484122394
caml,G001457855,1.285060898
caml,G001457975,1.28479287
caml,G000427095,1.291502746
caml,G001458035,1.288713234
caml,G001304495,1.494800073
caml,G001918235,1.462709599
caml,G001918845,1.51665252
caml,G001920725,1.504145779
caml,G001919305,1.531789477
caml,G001898225,1.355767759
caml,G000025005,1.403139037
caml,G000744775,1.405036575
caml,G000021685,1.401874362
caml,G000024985,1.342145851
caml,G000297255,1.434300933
caml,G000526415,1.281355897
caml,G001306135,1.392112564
caml,G000018565,1.39081003
caml,G001399705,1.400791107
caml,G000016665,1.312219616
caml,G000017805,1.307501302
caml,G000152145,1.34635075
caml,G000021945,1.326935515
caml,G000516515,1.361018257
caml,G000735195,1.364953113
caml,G000022185,1.349382349
caml,G000018865,1.349069019
caml,G001796885,1.316945885
caml,G001796635,1.46588451
caml,G002011535,1.289201006
caml,G002010545,1.330219347
caml,G002011655,1.326763733
caml,G000281175,1.33731664
caml,G001293545,1.295911146
caml,G001303105,1.475158573
caml,G001795045,1.757029642
caml,G001796965,1.537269533
caml,G001802405,1.628192956
caml,G001795115,1.517866549
caml,G001797105,1.465588817
caml,G001795165,1.489748831
caml,G001795125,1.544357971
caml,G001795335,1.491368843
caml,G001796835,1.593477583
caml,G001797095,1.558855658
caml,G001796915,1.589622832
caml,G001796845,1.546630554
caml,G001797075,1.568265989
caml,G001796475,1.554642145
caml,G001795285,1.569237006
caml,G001795085,1.605029974
caml,G001797045,1.68538572
caml,G001795155,1.788118047
caml,G001872165,1.508273193
caml,G001794965,1.477866666
caml,G001796335,1.48302962
caml,G001796365,1.478716209
caml,G001796785,1.608802283
caml,G001567105,1.54740732
caml,G001871895,1.590706627
caml,G001797165,1.572568905
caml,G001797155,1.615980407
caml,G001508595,1.680694214
caml,G001508475,1.77563956
caml,G001603765,1.874442268
caml,G001192795,1.859419306
caml,G000406785,2.056639967
caml,G000406905,2.084988411
caml,G001603795,1.80902076
caml,G001603775,1.739975241
caml,G001306095,1.610175657
caml,G001050275,1.610175594
caml,G001899005,1.705841099
caml,G001306115,1.629492422
caml,G001050255,1.58748311
caml,G000199675,1.609794594
caml,G001050235,1.632859498
caml,G001306145,1.616701005
caml,G001796355,1.708192093
caml,G001050215,1.63127597
caml,G001306055,1.627583479
caml,G001748285,1.270060707
caml,G000702505,1.27157876
caml,G001918255,1.509363515
caml,G001919845,1.425967996
caml,G001919995,1.42090282
caml,G001914715,1.340650155
caml,G001915055,1.461357971
caml,G001920235,1.441845917
caml,G001644275,1.539511989
caml,G001643585,1.427862751
caml,G001303625,1.371736175
caml,G001302685,1.356771089
caml,G000372165,1.713658115
caml,G000383835,1.549166354
caml,G001796605,1.348851545
caml,G001796575,1.443623583
caml,G001304345,1.392435314
caml,G002011475,1.40493582
caml,G001796595,1.450984338
caml,G001796685,1.541763811
caml,G001795035,1.476786344
caml,G001872925,1.491467452
caml,G001873005,1.475650302
caml,G000464595,1.531724274
caml,G001796515,1.52198342
caml,G001796725,1.707387552
caml,G001795275,1.46326949
caml,G001795315,1.442172492
caml,G001796445,1.483005952
caml,G001795015,1.501597219
caml,G001794985,1.658336824
caml,G001796415,1.568442505
caml,G001796805,1.552110193
caml,G001796655,1.513355762
caml,G001303565,1.645597329
caml,G002010445,1.65934716
caml,G002011495,1.460360336
caml,G001455825,1.595652668
caml,G001796765,1.550320698
caml,G001795205,1.653572481
caml,G001796865,1.612417168
caml,G001796675,1.657434775
caml,G001796555,1.672508867
caml,G001796755,1.623731027
caml,G001796525,1.696576071
caml,G001796495,1.675420697
caml,G001466665,1.665939842
caml,G001953175,1.68239758
caml,G001005265,1.666591216
caml,G000143165,1.767046932
caml,G000025025,1.651020378
caml,G001010485,1.644044611
caml,G000499365,1.64407471
caml,G000830925,1.650716242
caml,G001889305,1.650716289
caml,G000011905,1.669090324
caml,G001459095,1.68049363
caml,G000830905,1.668440585
caml,G001678055,1.681454778
caml,G002007825,1.677646583
caml,G002007905,1.677849105
caml,G001678035,1.635583535
caml,G000016705,1.635722721
caml,G000009025,1.63520415
caml,G001761445,1.635757337
caml,G000830885,1.635110523
caml,G000741845,1.637467783
caml,G001610775,1.635204349
caml,G001547795,1.636464368
caml,G001515295,1.63653629
caml,G000341655,1.636089493
caml,G001460955,1.638842514
caml,G000341695,1.636856153
caml,G000025585,1.636557025
caml,G002021775,1.637258925
caml,G002007845,1.638785945
caml,G002007865,1.638785945
caml,G000183745,1.429112322
caml,G000195335,1.284571405
caml,G000092125,1.382227704
caml,G000373205,1.433829673
caml,G000430045,1.434549763
caml,G000423425,1.470353901
caml,G000376665,1.488149507
caml,G000620065,1.490254912
caml,G000771745,1.364367225
caml,G000309885,1.409095775
caml,G001399775,1.453124144
caml,G000091545,1.480605756
caml,G000421625,1.469965536
caml,G001880325,1.447731805
caml,G000376265,1.447314498
caml,G000745065,1.455326764
caml,G000744885,1.493063045
caml,G000187005,1.486209663
caml,G000423905,1.482882216
caml,G000092425,1.432224899
caml,G000745915,1.428137522
caml,G000317835,1.445085553
caml,G000519345,1.466916829
caml,G000190555,1.611218031
caml,G000482805,1.53043586
caml,G000381345,1.524252752
caml,G000599865,1.528526074
caml,G000196275,1.543127398
caml,G000745175,1.563912781
caml,G000252445,1.567251686
caml,G000008565,1.606662079
caml,G000478785,1.60871159
caml,G001644565,1.566850662
caml,G000430865,1.614685323
caml,G000020685,1.580143062
caml,G000800395,1.60540281
caml,G000701405,1.630626054
caml,G000701425,1.649710919
caml,G001413985,1.64381066
caml,G001507665,1.589037232
caml,G001007995,1.589027366
caml,G001805475,1.477294971
caml,G001767735,1.452606354
caml,G001767595,1.392690729
caml,G001767755,1.364631604
caml,G001768645,1.323743907
caml,G001767605,1.331375157
caml,G001767575,1.232192733
caml,G002011575,1.272764567
caml,G002010555,1.307373412
caml,G002011565,1.308980831
caml,G001766895,1.447239988
caml,G001767615,1.442307616
caml,G001950395,1.227827917
caml,G000296445,1.461190621
caml,G000162875,1.573158147
caml,G000023885,1.582119528
caml,G000434775,1.605515873
caml,G000435475,1.638984507
caml,G000436075,1.628016491
caml,G001915265,1.637694961
caml,G001486445,1.624671288
caml,G000023845,1.633685436
caml,G001643775,1.580439979
caml,G900110565,1.579568405
caml,G001552935,1.835448909
caml,G000814825,1.577869276
caml,G000478885,1.573114749
caml,G000403355,1.604522169
caml,G000422625,1.622090432
caml,G000236865,1.544156566
caml,G000270285,1.54266539
caml,G000210055,1.612227184
caml,G000024265,1.546813912
caml,G000195315,1.656091374
caml,G000321165,1.542063684
caml,G000311845,1.546630801
caml,G000225705,1.556153842
caml,G000156175,1.571591577
caml,G000156215,1.585496198
caml,G000821265,1.566151934
caml,G001404695,1.572465927
caml,G000434535,1.585818639
caml,G000169035,1.577872309
caml,G001405375,1.582563535
caml,G900143685,1.515765759
caml,G001552785,1.751876228
caml,G000483125,1.706316298
caml,G000364325,1.699258264
caml,G000468815,1.694752376
caml,G900105895,1.699362998
caml,G001437015,1.693703049
caml,G000752675,1.660111751
caml,G001494635,1.661749454
caml,G000024225,1.792946625
caml,G000758945,1.795375024
caml,G000564995,1.796167949
caml,G000565075,1.805923965
caml,G000411555,1.795123682
caml,G001813205,1.795505246
caml,G001438885,1.803780428
caml,G000174015,1.803780428
caml,G000468855,1.762483408
caml,G000179715,1.986551908
caml,G001562845,1.941555917
caml,G001049775,1.957567139
caml,G000178335,1.954681888
caml,G000159235,1.950630148
caml,G000233535,1.73974234
caml,G900155635,1.780394895
caml,G001457795,1.80976629
caml,G000468755,1.82826104
caml,G900108495,1.754478026
caml,G900111255,1.763295594
caml,G000524335,1.717948977
caml,G000143845,1.724136657
caml,G001437585,1.723701522
caml,G000014185,1.369467754
caml,G000661895,1.495604951
caml,G001029505,1.54926329
caml,G900108055,1.416486652
caml,G000025265,1.457846962
caml,G000423665,1.513519389
caml,G000425945,1.495807426
caml,G000688095,1.464418697
caml,G000424625,1.484347062
caml,G000240225,1.590169399
caml,G000519325,1.689059096
caml,G000420025,1.656774052
caml,G000384495,2.101017694
caml,G001311945,1.565184947
caml,G001443565,1.669531853
caml,G000949295,1.669908044
caml,G900128965,1.701552833
caml,G000023265,1.826423451
caml,G000949255,1.806162526
caml,G000745905,1.806227807
caml,G001023575,1.518787669
caml,G000817105,1.671741606
caml,G000455525,1.693436354
caml,G001025035,1.634272713
caml,G000817095,1.802067066
caml,G000817115,1.748722677
caml,G000817085,1.765747536
caml,G001510385,1.623915801
caml,G000348785,1.658562847
caml,G000350145,1.677277449
caml,G001510335,1.664540301
caml,G001437825,1.74108318
caml,G001439005,1.689326449
caml,G001438985,1.714826488
caml,G000969705,1.533860932
caml,G000428345,1.705190978
caml,G000372185,1.702060252
caml,G000384535,1.750387408
caml,G000378885,1.664550093
caml,G000372025,1.753855164
caml,G000372265,1.805012379
caml,G000438965,1.744531055
caml,G001438925,1.68905363
caml,G001437635,1.693676596
caml,G001439355,1.772014116
caml,G001437845,1.772667848
caml,G001439035,1.782393299
caml,G001437695,1.776638647
caml,G001437665,1.772961259
caml,G001438315,1.805138239
caml,G001439025,1.780122502
caml,G000485495,1.756964849
caml,G001439085,1.777704938
caml,G001437755,1.76699089
caml,G001439225,1.804738595
caml,G001437855,1.806751464
caml,G001438395,1.796767593
caml,G001437905,1.81523956
caml,G000378865,1.780141366
caml,G000378925,1.831022032
caml,G000754505,1.808659897
caml,G000383815,1.807389601
caml,G000294575,1.788824287
caml,G000378905,1.815802821
caml,G000177615,1.642655742
caml,G000166135,1.71414884
caml,G000235425,1.71217069
caml,G000058485,1.698804149
caml,G000013345,1.726553046
caml,G000373365,1.692242339
caml,G000374165,1.732730006
caml,G001854655,1.717792
caml,G000421445,1.675874581
caml,G900129455,1.661899571
caml,G001424485,1.687962566
caml,G001424455,1.684061104
caml,G000306785,1.653160405
caml,G000761485,1.66654062
caml,G000701365,1.674190188
caml,G000025345,1.679209968
caml,G000620185,1.705231772
caml,G000702465,1.69259434
caml,G000582785,1.702677056
caml,G000284015,1.684965671
caml,G000585375,1.590846622
caml,G000024545,1.767931902
caml,G000527155,1.932486979
caml,G000719515,1.877517108
caml,G000427885,1.885371422
caml,G000482705,1.88813763
caml,G000720965,1.690491737
caml,G000379825,1.693588586
caml,G000716715,1.729528544
caml,G000428945,1.782595174
caml,G000379685,1.805728219
caml,G000297395,1.746251988
caml,G000145235,1.764491083
caml,G000876225,1.750229195
caml,G000204155,1.756567472
caml,G900109115,1.756847198
caml,G000016425,1.823061401
caml,G000018265,1.803379306
caml,G000717135,1.799644601
caml,G000494755,1.789899937
caml,G000389965,1.84630245
caml,G001884705,1.829748981
caml,G000379645,1.813909276
caml,G000237145,1.83126645
caml,G000962825,1.867392756
caml,G000284295,1.859719558
caml,G000785985,1.866530493
caml,G000024365,1.675594643
caml,G000426645,1.708627873
caml,G000379625,1.769508055
caml,G000429025,1.721709813
caml,G000620785,1.738705289
caml,G000423625,1.741220478
caml,G000196675,1.729299793
caml,G000717175,1.713321365
caml,G001420995,1.829351608
caml,G001902615,1.818129314
caml,G000718005,1.694423741
caml,G000062885,1.746029136
caml,G000194155,1.765454328
caml,G000497205,1.796598019
caml,G000763095,1.795036399
caml,G000384035,1.840865204
caml,G000371785,1.839623869
caml,G900129375,1.668302912
caml,G000720955,1.693730104
caml,G001302585,1.744907814
caml,G001921215,1.801165111
caml,G900104505,1.777489385
caml,G000564855,1.825221413
caml,G000374445,1.824451191
caml,G000482865,1.829679875
caml,G000715825,1.730623648
caml,G000568255,1.822663719
caml,G000525635,1.754941778
caml,G000023245,1.788361049
caml,G000328705,1.779209841
caml,G000716755,1.80016667
caml,G000716595,1.799141421
caml,G000715895,1.816749135
caml,G001701025,1.812315924
caml,G000974445,1.835955218
caml,G000719115,1.83021064
caml,G000379465,1.82237229
caml,G000504245,1.855218302
caml,G000427905,1.826772155
caml,G000427825,1.811941706
caml,G000519205,1.82444998
caml,G000739085,1.780903109
caml,G000384315,1.794029542
caml,G000732925,1.840315292
caml,G000196835,1.883289871
caml,G000383915,1.901722084
caml,G000717335,1.887504877
caml,G900115565,1.773629533
caml,G000719975,1.840700445
caml,G000244955,1.83604237
caml,G000383795,1.899262089
caml,G000231035,1.926298595
caml,G000527075,1.875627339
caml,G000023865,1.913795542
caml,G000231055,1.900590868
caml,G000258175,1.93577262
caml,G000243395,1.910668952
caml,G000244975,1.895853937
caml,G000349585,1.858759966
caml,G001630765,1.882264961
caml,G000226215,1.917448265
caml,G001281505,2.036474427
caml,G001293125,2.035484182
caml,G000372445,2.049388053
caml,G000427865,2.097117162
caml,G000173655,2.082422956
caml,G001274895,2.087220668
caml,G000758965,2.027659927
caml,G001552415,2.047692227
caml,G001056295,2.069798647
caml,G000023145,2.12294145
caml,G001054945,2.145257487
caml,G000069945,2.175148865
caml,G000177535,2.152897676
caml,G000525655,2.147339037
caml,G000006605,2.168970968
caml,G000183325,2.103195373
caml,G000626675,2.162011412
caml,G000213935,2.193403288
caml,G000418365,2.214571647
caml,G000179395,2.212456404
caml,G000411375,2.168436479
caml,G000156595,2.169362496
caml,G000372385,2.154758434
caml,G001021025,2.129397991
caml,G000590555,2.173515209
caml,G000428805,2.163125805
caml,G000318135,2.148184967
caml,G000011305,2.153114131
caml,G001277995,2.177266025
caml,G000344785,2.177212909
caml,G000420585,2.177386571
caml,G000379705,2.301329242
caml,G001044175,2.299136311
caml,G000296405,2.350886699
caml,G000732945,2.309938252
caml,G001412105,2.2488841
caml,G000375365,2.245753402
caml,G000341345,2.174808252
caml,G001021045,2.189527124
caml,G000835165,2.20441817
caml,G000819445,2.203649278
caml,G000466825,2.333282857
caml,G000477935,2.329700727
caml,G000477955,2.329700727
caml,G001665955,2.333217569
caml,G000688415,2.331185283
caml,G000420605,2.319924092
caml,G001941345,2.320310553
caml,G000550785,2.324922837
caml,G000980815,2.291690342
caml,G000159115,2.330060155
caml,G001054195,2.310324983
caml,G001586215,2.341288544
caml,G000022905,2.344076404
caml,G000833575,2.36842618
caml,G000805675,2.371062058
caml,G000442645,2.260248681
caml,G000767055,2.283154716
caml,G001021065,2.326173297
caml,G000379425,2.283297151
caml,G000373805,2.275454593
caml,G000759055,2.330946282
caml,G000143825,2.339721559
caml,G000159635,2.356193158
caml,G000372085,2.386738633
caml,G000312345,2.368675959
caml,G000739455,2.365926456
caml,G001263755,2.388039914
caml,G000577555,2.393024191
caml,G000747315,2.404726627
caml,G001639025,2.390035649
caml,G000175375,2.212582137
caml,G001020985,2.186496031
caml,G000980835,2.204508355
caml,G000550805,2.148184547
caml,G001876195,2.186168865
caml,G001876255,2.189801776
caml,G001876175,2.186433652
caml,G001876005,2.189524511
caml,G001876035,2.188072107
caml,G001875875,2.190537664
caml,G001457455,2.18891876
caml,G001876085,2.188694509
caml,G001875845,2.188015802
caml,G001876055,2.193194658
caml,G001875905,2.189634594
caml,G001876115,2.193042646
caml,G001876095,2.197719215
caml,G001922265,2.180586659
caml,G001969175,2.184577689
caml,G001866985,2.176586701
caml,G001867045,2.176667037
caml,G000259155,2.17659183
caml,G001867005,2.176554877
caml,G000265545,2.182004852
caml,G001889145,2.180557849
caml,G001047215,2.180964044
caml,G001481755,2.188879275
caml,G001653295,2.18899523
caml,G001456175,2.186277274
caml,G001989595,2.189345202
caml,G001447295,2.191594072
caml,G001969465,2.190552829
caml,G001969485,2.196501228
caml,G001942005,2.197219918
caml,G000258385,2.187599015
caml,G000221625,2.186511791
caml,G000144675,2.186276566
caml,G000227175,2.186277636
caml,G001719645,2.18782061
caml,G000255935,2.18722532
caml,G001026945,2.187694948
caml,G000152065,2.186318262
caml,G001865765,2.187785609
caml,G001481675,2.187710258
caml,G000972805,2.192062914
caml,G001298505,2.190873543
caml,G001653315,2.187712926
caml,G001975165,2.188166236
caml,G000241855,2.186274609
caml,G000730445,2.188428679
caml,G000730405,2.191155968
caml,G000730365,2.187922489
caml,G001481715,2.187660649
caml,G000143705,2.186317369
caml,G001663495,2.189291822
caml,G001017615,2.186397561
caml,G002009415,2.186203685
caml,G001433475,2.189533275
caml,G000814865,2.186245929
caml,G001682255,2.186558921
caml,G000144935,2.186481154
caml,G000092825,1.949291227
caml,G000185725,1.941497993
caml,G001632805,1.810343122
caml,G000069185,1.815899803
caml,G000214155,1.926483122
caml,G000240505,1.915140848
caml,G000972925,1.951662135
caml,G000970885,1.945345444
caml,G001021505,1.927268032
caml,G001673105,1.919657708
caml,G000759695,1.890841379
caml,G001881585,1.918635807
caml,G000257745,1.914910975
caml,G001584765,1.942529219
caml,G000526915,1.961271869
caml,G000689255,1.93097198
caml,G000164135,1.946588499
caml,G001021495,1.939112031
caml,G000007865,1.94538511
caml,G000277125,1.942620948
caml,G000222105,1.947981659
caml,G000340435,1.924331604
caml,G000195855,2.003291083
caml,G000975265,2.01649704
caml,G001417955,1.965319954
caml,G000613245,1.97061763
caml,G000195835,1.978265979
caml,G000723425,1.984808929
caml,G000157895,1.985754964
caml,G001494595,1.863359531
caml,G000230935,1.888688551
caml,G001021385,1.897063362
caml,G000559085,1.898798725
caml,G001426545,1.938435374
caml,G000620625,1.914308063
caml,G001291445,1.94653969
caml,G000613185,1.915081652
caml,G001428895,1.953562246
caml,G000317305,1.960483694
caml,G000015005,1.919028432
caml,G001307545,1.905495079
caml,G000805385,1.92773205
caml,G000455325,1.917264421
caml,G000612825,1.902484613
caml,G000373905,1.956103586
caml,G001570425,1.922753966
caml,G000234585,1.942860303
caml,G000328565,1.924137935
caml,G000230895,1.925982486
caml,G000379865,1.950233406
caml,G001005175,1.938636079
caml,G001583415,1.951747603
caml,G001499855,1.933782032
caml,G001499915,1.934445353
caml,G000015405,1.912840684
caml,G000266905,1.926199373
caml,G001044245,1.937609249
caml,G001044235,1.93067324
caml,G000015305,1.934668092
caml,G001655245,1.936287443
caml,G001049355,1.955129323
caml,G000184435,1.957818615
caml,G000455165,1.959126815
caml,G000092225,1.859333779
caml,G000312385,1.853387856
caml,G000380485,1.856915786
caml,G000964005,1.866759963
caml,G001598915,1.856723919
caml,G000383535,1.877324345
caml,G000241265,1.923780123
caml,G000333015,1.968578202
caml,G000344135,1.956289755
caml,G000423025,2.001317728
caml,G000333035,1.985237997
caml,G000192435,1.976281784
caml,G000241305,1.878697287
caml,G000241345,1.896047602
caml,G000334455,1.897599645
caml,G000248055,1.945975428
caml,G000332975,1.942938778
caml,G001485495,1.937001906
caml,G000247715,1.93063478
caml,G000298195,1.934373871
caml,G000024785,1.931506599
caml,G001698225,1.950235372
caml,G000344155,1.973050182
caml,G000332995,1.946443881
caml,G000214175,1.855546502
caml,G000524475,1.848905905
caml,G001552615,1.865094042
caml,G001426185,1.846607404
caml,G000760735,1.848147589
caml,G001620305,1.845950771
caml,G000389715,1.845556036
caml,G000982715,1.849084876
caml,G001312925,1.956936818
caml,G000511305,1.871662496
caml,G000014565,1.865562907
caml,G000454045,1.869791233
caml,G000196695,1.847342711
caml,G000738775,1.850269973
caml,G001894865,1.868981497
caml,G000341795,1.865869383
caml,G000380645,1.897653035
caml,G001552855,1.862964524
caml,G000308635,1.898728856
caml,G001865855,1.922624214
caml,G000308655,1.91383322
caml,G000381925,1.923846722
caml,G000308615,1.922745002
caml,G000308875,1.914858356
caml,G000526215,1.928324428
caml,G000523235,1.93622382
caml,G001613505,1.928148012
caml,G000308855,1.93529179
caml,G000284035,1.862230353
caml,G000720425,1.92693117
caml,G000308515,1.940455726
caml,G000308675,1.911512781
caml,G000308495,1.915629155
caml,G000308795,1.896270604
caml,G001886715,1.918185385
caml,G000308355,1.896943942
caml,G000719275,1.899310642
caml,G000308595,1.918949923
caml,G001182745,1.894990505
caml,G001310275,1.924513393
caml,G000308695,1.931194537
caml,G000308835,1.911017453
caml,G000308715,1.923540573
caml,G000250675,1.92485015
caml,G000482385,1.978469948
caml,G000308755,1.919666254
caml,G001613465,1.934643348
caml,G001612765,1.929927338
caml,G000515395,1.563328036
caml,G001005145,1.601378039
caml,G001270745,1.582551048
caml,G000373925,1.58213682
caml,G900101785,1.735483439
caml,G900105065,1.746191383
caml,G000270245,1.760948792
caml,G000423085,1.854756157
caml,G900092135,1.881777373
caml,G000826085,1.919382835
caml,G000423465,1.919733931
caml,G000277715,1.990900791
caml,G000826065,1.974047556
caml,G000619965,2.013661458
caml,G000421525,1.961694927
caml,G900163845,1.955515579
caml,G000426605,2.115380432
caml,G000413315,2.144613843
caml,G000423485,2.191813717
caml,G001441165,2.077533449
caml,G000425285,2.11493969
caml,G000423445,2.135529635
caml,G000463665,2.160738034
caml,G000367205,2.126769765
caml,G000204235,2.141906732
caml,G000221145,2.165368656
caml,G000008345,2.154053693
caml,G000145555,2.154758875
caml,G000145515,2.166908824
caml,G000144735,2.165034266
caml,G000372465,1.64781909
caml,G000024345,1.634125688
caml,G000312105,1.71934839
caml,G001428805,1.785074677
caml,G001426485,1.760388154
caml,G000160775,1.832715163
caml,G000471045,1.820024568
caml,G001423365,1.806142987
caml,G001426755,1.805463058
caml,G000426045,1.72164385
caml,G001424755,1.734988359
caml,G000720335,1.775572743
caml,G000426525,1.765050359
caml,G001427925,1.781585988
caml,G001429555,1.808028196
caml,G001428125,1.796615509
caml,G001429625,1.78723343
caml,G000389985,1.824847867
caml,G001423135,1.746090077
caml,G000422805,1.800839743
caml,G000620705,1.789908121
caml,G000015265,1.822513699
caml,G000620645,1.808189894
caml,G000422825,1.847324602
caml,G000364605,1.873999468
caml,G000960475,1.886307415
caml,G000785495,1.808937926
caml,G001428565,1.856332448
caml,G001427795,1.881002658
caml,G001428765,1.851305875
caml,G000519005,1.862934264
caml,G000015025,1.671403506
caml,G000012405,1.70309551
caml,G000341105,1.74982552
caml,G000341205,1.754659785
caml,G000341185,1.759143156
caml,G000341165,1.733605304
caml,G000981225,1.791682813
caml,G000826685,1.793851291
caml,G000341025,1.817980001
caml,G000341145,1.832336281
caml,G000340965,1.83454222
caml,G001279585,1.806939663
caml,G000341125,1.815644509
caml,G000515115,1.876510555
caml,G000092985,1.800025784
caml,G000341065,1.829911641
