GENE,TYPE,ALPH,SQLN,P_A,P_C,P_G,P_T,P_CA,P_AG,P_TA,P_CG,P_TC,P_TG
224,default,0.439587,1000,0.277981,0.206671,0.212923,0.302426,8.936928,1.000000,0.101888,0.095473,0.163502,0.288016
225,default,0.283647,1000,0.328901,0.221003,0.161848,0.288248,11.291400,1.000000,0.066978,0.142528,0.138713,0.219613
226,default,0.159752,1000,0.268142,0.234688,0.295080,0.202090,2.788229,1.000000,0.068845,0.096360,0.103012,0.328295
227,default,0.714190,1000,0.373232,0.195080,0.189021,0.242668,4.292467,1.000000,0.084717,0.169514,0.112063,0.278076
228,default,0.952065,1000,0.298825,0.220088,0.186340,0.294748,4.374705,1.000000,0.060592,0.177578,0.048946,0.241189
229,default,0.356827,1000,0.263692,0.227795,0.237997,0.270515,2.084080,1.000000,0.080781,0.062839,0.089780,0.334501
230,default,0.026647,1000,0.318927,0.217905,0.230138,0.233030,5.730657,1.000000,0.142131,0.113602,0.072032,0.252869
231,default,0.187953,1000,0.240114,0.241917,0.201277,0.316692,11.095716,1.000000,0.032770,0.096715,0.161223,0.252028
232,default,1.668189,1000,0.285432,0.243538,0.203370,0.267660,3.310179,1.000000,0.161695,0.039818,0.149247,0.367853
233,default,1.197859,1000,0.329013,0.221727,0.174228,0.275032,5.470162,1.000000,0.152395,0.085222,0.143619,0.288217
234,default,0.094741,1000,0.238835,0.217792,0.223908,0.319466,3.044091,1.000000,0.094633,0.042118,0.124373,0.447751
235,default,0.854693,1000,0.295931,0.262174,0.178612,0.263282,2.497173,1.000000,0.113513,0.177448,0.112296,0.230181
236,default,1.224388,1000,0.307318,0.222138,0.214986,0.255558,15.032416,1.000000,0.103969,0.127223,0.078408,0.266372
237,default,0.365215,1000,0.328722,0.186028,0.267814,0.217436,9.029252,1.000000,0.083066,0.079195,0.176803,0.288666
238,default,0.593023,1000,0.318471,0.222442,0.202407,0.256679,4.007278,1.000000,0.036892,0.071297,0.081372,0.361348
239,default,0.366985,1000,0.354886,0.161754,0.232447,0.250913,4.561898,1.000000,0.024893,0.246029,0.094201,0.358724
240,default,0.750399,1000,0.347182,0.234285,0.201839,0.216694,5.172913,1.000000,0.210557,0.050208,0.045259,0.349212
241,default,1.251124,1000,0.283229,0.168564,0.224037,0.324170,3.200098,1.000000,0.132690,0.058750,0.123290,0.361161
242,default,0.129439,1000,0.289372,0.194952,0.240559,0.275117,4.446837,1.000000,0.056739,0.121412,0.204446,0.302669
243,default,0.909858,1000,0.299891,0.204107,0.254872,0.241130,24.959437,1.000000,0.050924,0.175401,0.109605,0.385420
244,default,0.204778,1000,0.365218,0.235113,0.196110,0.203559,3.812848,1.000000,0.111003,0.101343,0.110007,0.326359
245,default,1.785978,1000,0.286098,0.303547,0.264721,0.145635,1.312446,1.000000,0.105640,0.109256,0.066271,0.263790
246,default,0.689200,1000,0.271169,0.182709,0.224419,0.321703,9.496166,1.000000,0.156212,0.054505,0.177180,0.356584
247,default,0.040592,1000,0.368827,0.149767,0.248500,0.232905,7.192342,1.000000,0.086835,0.088027,0.087849,0.313276
248,default,0.225285,1000,0.338567,0.161479,0.235102,0.264851,6.271836,1.000000,0.114395,0.060627,0.128682,0.233997
249,default,0.366796,1000,0.323149,0.202984,0.234217,0.239650,7.093426,1.000000,0.091678,0.106394,0.162440,0.305341
250,default,0.743462,1000,0.327549,0.132680,0.185427,0.354344,1.318372,1.000000,0.120875,0.037382,0.089367,0.378067
251,default,0.179167,1000,0.320135,0.196178,0.214184,0.269504,7.320144,1.000000,0.123737,0.134723,0.138737,0.259413
252,default,0.740517,1000,0.317884,0.197635,0.261021,0.223459,12.849436,1.000000,0.074558,0.117653,0.150300,0.234275
253,default,0.406215,1000,0.278845,0.200707,0.182657,0.337791,9.922782,1.000000,0.096572,0.169696,0.171471,0.220150
254,default,0.367879,1000,0.233105,0.194719,0.248438,0.323738,13.061551,1.000000,0.087050,0.126552,0.114236,0.289425
255,default,0.035449,1000,0.358319,0.188597,0.225395,0.227689,5.526328,1.000000,0.086284,0.105503,0.162030,0.332394
256,default,0.872209,1000,0.276838,0.193013,0.246243,0.283906,13.816052,1.000000,0.060026,0.114527,0.140125,0.326956
257,default,0.155265,1000,0.339153,0.224059,0.255933,0.180856,2.439815,1.000000,0.147718,0.064669,0.118879,0.245709
258,default,0.885349,1000,0.309431,0.235189,0.185330,0.270050,4.415273,1.000000,0.038374,0.103463,0.205531,0.271023
259,default,0.202727,1000,0.315426,0.218488,0.230659,0.235427,7.105904,1.000000,0.170677,0.104911,0.140503,0.342304
260,default,0.031546,1000,0.330138,0.138504,0.250838,0.280520,2.536772,1.000000,0.146379,0.103602,0.097674,0.274027
261,default,0.245135,1000,0.335202,0.202104,0.171572,0.291122,4.358609,1.000000,0.183693,0.092863,0.131071,0.303501
262,default,1.486023,1000,0.313089,0.120730,0.296111,0.270070,6.224276,1.000000,0.073845,0.091278,0.113704,0.335280
263,default,0.177107,1000,0.340877,0.261019,0.247430,0.150674,2.069979,1.000000,0.089798,0.056189,0.173330,0.238737
264,default,0.342557,1000,0.307266,0.214456,0.240013,0.238265,3.746701,1.000000,0.143719,0.035608,0.115679,0.281345
265,default,0.134543,1000,0.267854,0.300431,0.183904,0.247810,3.849623,1.000000,0.188445,0.160403,0.152816,0.216381
266,default,2.290355,1000,0.307972,0.197311,0.235794,0.258924,6.740286,1.000000,0.066184,0.075171,0.116168,0.229511
267,default,0.815250,1000,0.278857,0.191727,0.248533,0.280883,8.117244,1.000000,0.173687,0.041026,0.135635,0.270927
268,default,0.410754,1000,0.267172,0.226084,0.311484,0.195261,4.052315,1.000000,0.072275,0.082138,0.144767,0.405743
269,default,0.185696,1000,0.289234,0.193686,0.218343,0.298738,4.619136,1.000000,0.047973,0.097849,0.094660,0.311798
270,default,1.608617,1000,0.328761,0.210651,0.254302,0.206286,2.970502,1.000000,0.174331,0.114070,0.086107,0.227199
271,default,0.189919,1000,0.300354,0.119573,0.239130,0.340943,5.861657,1.000000,0.058453,0.029211,0.085672,0.461922
272,default,0.609848,1000,0.295594,0.181866,0.238114,0.284426,8.761351,1.000000,0.033978,0.086767,0.170642,0.246847
273,default,0.456290,1000,0.188723,0.214111,0.257908,0.339259,3.989033,1.000000,0.088990,0.187728,0.089712,0.268517
274,default,1.248454,1000,0.282387,0.174747,0.286781,0.256085,6.276368,1.000000,0.061180,0.090083,0.156787,0.226375
275,default,0.081594,1000,0.296072,0.245316,0.197803,0.260809,11.448300,1.000000,0.047227,0.107354,0.115251,0.338821
276,default,0.343579,1000,0.293826,0.237199,0.206036,0.262939,4.853683,1.000000,0.118525,0.094044,0.132978,0.358912
277,default,0.178405,1000,0.305410,0.224908,0.250569,0.219112,3.214546,1.000000,0.093279,0.113379,0.109057,0.291008
278,default,0.152242,1000,0.347508,0.147772,0.201136,0.303584,3.358212,1.000000,0.123220,0.044713,0.135005,0.275466
279,default,1.451443,1000,0.331456,0.141130,0.213006,0.314408,20.174345,1.000000,0.043332,0.152590,0.166339,0.323894
280,default,1.108865,1000,0.373073,0.167335,0.212949,0.246642,2.484943,1.000000,0.063365,0.104166,0.078318,0.322388
281,default,0.972810,1000,0.287215,0.293533,0.200956,0.218296,4.359992,1.000000,0.151754,0.036455,0.086091,0.324108
282,default,0.078165,1000,0.290216,0.276867,0.185397,0.247521,5.323333,1.000000,0.110230,0.117336,0.076211,0.236216
283,default,2.486163,1000,0.282011,0.240292,0.252105,0.225593,1.873533,1.000000,0.093680,0.120297,0.170228,0.258584
284,default,0.415835,1000,0.323802,0.179948,0.238909,0.257341,8.873052,1.000000,0.126138,0.099665,0.099614,0.283310
285,default,1.364087,1000,0.308722,0.196072,0.158206,0.337000,19.953236,1.000000,0.073720,0.079196,0.170756,0.289998
286,default,0.449789,1000,0.332092,0.210174,0.208279,0.249455,16.402506,1.000000,0.094587,0.042183,0.137479,0.344887
287,default,3.219932,1000,0.307845,0.211126,0.204114,0.276914,14.909717,1.000000,0.072466,0.116123,0.118770,0.300107
288,default,4.623302,1000,0.327069,0.165734,0.244829,0.262368,7.212974,1.000000,0.072957,0.098671,0.077222,0.198176
289,default,0.864303,1000,0.306644,0.169570,0.286832,0.236955,2.810301,1.000000,0.068119,0.154316,0.141870,0.248566
290,default,4.032957,1000,0.258779,0.244167,0.280145,0.216909,2.645159,1.000000,0.240168,0.047550,0.073813,0.372782
291,default,2.144951,1000,0.244469,0.186358,0.282963,0.286210,4.448976,1.000000,0.055812,0.143379,0.098902,0.337202
292,default,2.721932,1000,0.310622,0.193570,0.239174,0.256634,7.863654,1.000000,0.070284,0.064251,0.209101,0.296641
293,default,0.095186,1000,0.305625,0.271637,0.229603,0.193135,15.232643,1.000000,0.099311,0.076285,0.075324,0.286803
294,default,0.173422,1000,0.354109,0.164563,0.186110,0.295218,7.574813,1.000000,0.064994,0.162470,0.160726,0.263401
295,default,0.137354,1000,0.288671,0.295803,0.209915,0.205611,2.811168,1.000000,0.106024,0.179646,0.055845,0.126188
296,default,0.277885,1000,0.316729,0.239398,0.208795,0.235078,3.834482,1.000000,0.181236,0.131544,0.113037,0.307651
297,default,0.912216,1000,0.314052,0.180304,0.255426,0.250218,25.940699,1.000000,0.044474,0.123864,0.155241,0.250921
298,default,0.096698,1000,0.346969,0.223931,0.199346,0.229755,3.980971,1.000000,0.041627,0.123157,0.118433,0.286690
299,default,0.224760,1000,0.270809,0.195466,0.280560,0.253164,6.032253,1.000000,0.073993,0.123298,0.116759,0.218234
300,default,1.693918,1000,0.335007,0.241210,0.247948,0.175836,3.775103,1.000000,0.063843,0.124505,0.076692,0.307460
301,default,0.095703,1000,0.268091,0.298931,0.165574,0.267404,3.440750,1.000000,0.089723,0.093420,0.198225,0.346072
302,default,0.283050,1000,0.307534,0.244080,0.213779,0.234606,3.004882,1.000000,0.156551,0.100714,0.093056,0.200831
303,default,0.249746,1000,0.292871,0.209760,0.175796,0.321573,1.830002,1.000000,0.051501,0.113966,0.137628,0.475885
304,default,1.927523,1000,0.247710,0.286369,0.220173,0.245748,3.285963,1.000000,0.077120,0.123527,0.129148,0.269562
305,default,0.910790,1000,0.332934,0.193488,0.229040,0.244538,15.504570,1.000000,0.109090,0.067239,0.126356,0.308358
306,default,0.249080,1000,0.427666,0.188232,0.207054,0.177048,1.708508,1.000000,0.061048,0.069793,0.105699,0.302047
307,default,2.374955,1000,0.326650,0.208667,0.244749,0.219934,3.236388,1.000000,0.097623,0.096693,0.076436,0.345635
308,default,1.192200,1000,0.277335,0.196670,0.265989,0.260005,4.281318,1.000000,0.059901,0.105911,0.172215,0.259161
309,default,1.223418,1000,0.372685,0.167292,0.186879,0.273143,9.253151,1.000000,0.145700,0.072466,0.125939,0.302771
310,default,0.169629,1000,0.199175,0.214424,0.269018,0.317382,2.773933,1.000000,0.085864,0.040997,0.127009,0.381169
311,default,0.127070,1000,0.234649,0.205994,0.268790,0.290567,14.776054,1.000000,0.141687,0.175227,0.104697,0.200133
312,default,0.703904,1000,0.347358,0.253458,0.195029,0.204155,2.705052,1.000000,0.176509,0.111888,0.094494,0.245835
313,default,1.431996,1000,0.312543,0.147870,0.275412,0.264175,5.391927,1.000000,0.101895,0.103429,0.139491,0.338431
314,default,0.423094,1000,0.307542,0.212820,0.294130,0.185508,14.474572,1.000000,0.082098,0.132171,0.123021,0.171913
315,default,0.277083,1000,0.240867,0.198572,0.221033,0.339528,3.751669,1.000000,0.089787,0.103378,0.159761,0.349949
316,default,0.202209,1000,0.304649,0.144359,0.295695,0.255297,11.014917,1.000000,0.091887,0.161530,0.129350,0.272688
317,default,0.176284,1000,0.349685,0.204811,0.183049,0.262456,4.432594,1.000000,0.103563,0.049452,0.108039,0.219685
318,default,1.460391,1000,0.248829,0.151115,0.298364,0.301693,2.631586,1.000000,0.092529,0.083799,0.115552,0.282615
319,default,0.076902,1000,0.269670,0.158299,0.260882,0.311149,21.325291,1.000000,0.106403,0.108520,0.104121,0.362747
320,default,1.626520,1000,0.277769,0.255743,0.176894,0.289593,2.790467,1.000000,0.075989,0.048282,0.107457,0.391833
321,default,1.177996,1000,0.299250,0.193569,0.255710,0.251471,7.189689,1.000000,0.041262,0.241958,0.106898,0.340189
322,default,0.716611,1000,0.260713,0.264430,0.190884,0.283973,4.014800,1.000000,0.069102,0.019698,0.304601,0.170680
323,default,0.151773,1000,0.322194,0.239280,0.189791,0.248736,4.394158,1.000000,0.062447,0.130947,0.067854,0.313771
324,default,0.053031,1000,0.366165,0.124219,0.276086,0.233530,2.111446,1.000000,0.077107,0.073249,0.107404,0.359296
325,default,1.668723,1000,0.298374,0.238762,0.231410,0.231454,3.032950,1.000000,0.111355,0.079830,0.152704,0.320303
326,default,0.268576,1000,0.358318,0.213237,0.224276,0.204168,19.374408,1.000000,0.135183,0.103572,0.142179,0.284003
327,default,1.338707,1000,0.266656,0.218256,0.274338,0.240751,4.185893,1.000000,0.076788,0.065634,0.133033,0.315805
328,default,0.526273,1000,0.268155,0.166746,0.280140,0.284959,19.592980,1.000000,0.131689,0.176331,0.130252,0.203973
329,default,1.795480,1000,0.263998,0.223968,0.242876,0.269159,6.482611,1.000000,0.082152,0.065436,0.221218,0.261222
330,default,1.906415,1000,0.280422,0.208097,0.216555,0.294926,5.930772,1.000000,0.138915,0.076511,0.132334,0.215125
331,default,1.106140,1000,0.340092,0.167396,0.252569,0.239943,4.060959,1.000000,0.067174,0.158269,0.070046,0.233533
332,default,0.054108,1000,0.367115,0.172974,0.241290,0.218621,4.781923,1.000000,0.065232,0.047166,0.124832,0.362098
333,default,0.531283,1000,0.241380,0.246733,0.250473,0.261414,5.729298,1.000000,0.071756,0.120600,0.075263,0.270185
334,default,0.040116,1000,0.253773,0.182626,0.344095,0.219505,9.202620,1.000000,0.142562,0.071100,0.125239,0.386586
335,default,1.540712,1000,0.313306,0.218527,0.228877,0.239290,30.135380,1.000000,0.118932,0.113529,0.209984,0.145004
336,default,1.633964,1000,0.287067,0.162570,0.228280,0.322084,4.954353,1.000000,0.029491,0.057443,0.084013,0.449583
337,default,0.026957,1000,0.282634,0.195578,0.199111,0.322677,8.676340,1.000000,0.102724,0.118768,0.141899,0.265649
338,default,1.158564,1000,0.234865,0.197568,0.254970,0.312597,9.909796,1.000000,0.068390,0.060669,0.236247,0.304604
339,default,0.111166,1000,0.332833,0.149498,0.241670,0.275999,3.018266,1.000000,0.106818,0.127614,0.124204,0.186468
340,default,1.003918,1000,0.274333,0.191288,0.263977,0.270403,4.088369,1.000000,0.051154,0.151458,0.165751,0.260148
341,default,1.331743,1000,0.316788,0.226956,0.279542,0.176714,4.807443,1.000000,0.087630,0.103656,0.070530,0.365994
342,default,0.612652,1000,0.278387,0.136392,0.208611,0.376611,5.157865,1.000000,0.103301,0.137055,0.109555,0.337547
343,default,0.863807,1000,0.348731,0.176451,0.229925,0.244894,16.679369,1.000000,0.011135,0.184185,0.089420,0.340619
344,default,1.136018,1000,0.219542,0.204068,0.316913,0.259476,6.605922,1.000000,0.063137,0.150532,0.129715,0.202976
345,default,0.365151,1000,0.333845,0.175457,0.265241,0.225456,1.720214,1.000000,0.151599,0.050049,0.142855,0.277289
346,default,1.683200,1000,0.324561,0.267922,0.175739,0.231778,3.626214,1.000000,0.149282,0.110190,0.076542,0.328038
347,default,1.364183,1000,0.317273,0.190952,0.210939,0.280836,25.524545,1.000000,0.083516,0.075221,0.138771,0.378613
348,default,0.087013,1000,0.235460,0.294694,0.153164,0.316681,10.274148,1.000000,0.074922,0.110713,0.110544,0.287481
349,default,2.873517,1000,0.259775,0.197694,0.259615,0.282916,6.984094,1.000000,0.094657,0.145864,0.069856,0.350445
350,default,0.146857,1000,0.258471,0.202107,0.188459,0.350963,11.081606,1.000000,0.065949,0.132456,0.062962,0.459829
351,default,3.934305,1000,0.238570,0.263059,0.214274,0.284097,9.175026,1.000000,0.104304,0.069227,0.061551,0.327882
352,default,0.923061,1000,0.314571,0.240048,0.232246,0.213136,21.163244,1.000000,0.149541,0.067677,0.121620,0.215794
353,default,0.130976,1000,0.303589,0.241922,0.230046,0.224444,15.643600,1.000000,0.066283,0.127892,0.131656,0.322071
354,default,0.487711,1000,0.318951,0.222123,0.210218,0.248708,2.670172,1.000000,0.063652,0.140756,0.178321,0.300699
355,default,0.461097,1000,0.235435,0.180194,0.283226,0.301145,4.171834,1.000000,0.102101,0.064910,0.101287,0.337572
356,default,2.256966,1000,0.334381,0.216084,0.255860,0.193675,11.549964,1.000000,0.087587,0.065485,0.089167,0.369016
357,default,1.415037,1000,0.297253,0.245166,0.201725,0.255856,4.871424,1.000000,0.132538,0.065032,0.144529,0.305909
358,default,0.087718,1000,0.349124,0.162804,0.235904,0.252168,7.548104,1.000000,0.140530,0.144047,0.076279,0.334736
359,default,0.604308,1000,0.278410,0.191592,0.239444,0.290554,12.109275,1.000000,0.078965,0.138849,0.154706,0.191466
360,default,0.098569,1000,0.315757,0.193300,0.247385,0.243557,19.495836,1.000000,0.068897,0.136538,0.131145,0.259450
361,default,3.242764,1000,0.271961,0.198711,0.222090,0.307239,2.738616,1.000000,0.051796,0.137129,0.099591,0.359254
362,default,0.233013,1000,0.313723,0.236006,0.171223,0.279049,18.942113,1.000000,0.113210,0.052475,0.104686,0.401502
363,default,0.391146,1000,0.306202,0.255852,0.224706,0.213241,7.310535,1.000000,0.077105,0.095169,0.159814,0.299955
364,default,0.051095,1000,0.337236,0.190766,0.216591,0.255406,6.575111,1.000000,0.052529,0.092545,0.090609,0.224343
365,default,0.798124,1000,0.290888,0.264500,0.177090,0.267522,3.688735,1.000000,0.069624,0.102801,0.114534,0.201478
366,default,0.441242,1000,0.324570,0.231394,0.196432,0.247604,6.320259,1.000000,0.101241,0.120419,0.100437,0.403177
367,default,0.182382,1000,0.335492,0.208474,0.232393,0.223641,5.432596,1.000000,0.082872,0.089445,0.101779,0.271803
368,default,1.326995,1000,0.297879,0.229693,0.221678,0.250749,4.032561,1.000000,0.026674,0.104862,0.178546,0.344858
369,default,1.330609,1000,0.264881,0.140124,0.283793,0.311203,3.022161,1.000000,0.061072,0.116428,0.108355,0.319888
370,default,0.423846,1000,0.231497,0.365937,0.172937,0.229629,4.613657,1.000000,0.120635,0.091871,0.120482,0.202812
371,default,1.198541,1000,0.280187,0.214574,0.220444,0.284795,5.808206,1.000000,0.071982,0.039516,0.116637,0.260664
372,default,0.013752,1000,0.310875,0.216283,0.227381,0.245461,12.622719,1.000000,0.107384,0.053832,0.067253,0.384801
373,default,0.790449,1000,0.244937,0.327966,0.205823,0.221273,3.367795,1.000000,0.089265,0.135999,0.113572,0.307275
374,default,0.578538,1000,0.265983,0.212786,0.221237,0.299993,2.774889,1.000000,0.130432,0.122783,0.122089,0.267192
375,default,1.053382,1000,0.367059,0.155372,0.279188,0.198381,9.038283,1.000000,0.147465,0.132228,0.073484,0.288144
376,default,0.292787,1000,0.351409,0.231451,0.238816,0.178324,16.359089,1.000000,0.082829,0.046059,0.231903,0.214039
377,default,0.028784,1000,0.351151,0.312258,0.141616,0.194975,8.692778,1.000000,0.072935,0.109250,0.189337,0.314559
378,default,2.705434,1000,0.266378,0.191219,0.268033,0.274371,12.042523,1.000000,0.049078,0.056675,0.128225,0.310217
379,default,1.224150,1000,0.305528,0.281760,0.180173,0.232539,17.823176,1.000000,0.128777,0.086823,0.119090,0.327123
380,default,0.718833,1000,0.226348,0.224402,0.202299,0.346952,12.413865,1.000000,0.082984,0.071411,0.214305,0.249433
381,default,1.161861,1000,0.296410,0.223597,0.226493,0.253499,3.142444,1.000000,0.142211,0.154403,0.164315,0.272932
382,default,0.103532,1000,0.306481,0.176875,0.237694,0.278950,2.722934,1.000000,0.119288,0.059584,0.145100,0.300466
383,default,0.695082,1000,0.338994,0.134595,0.233741,0.292670,5.817947,1.000000,0.074444,0.085546,0.178921,0.240694
384,default,1.306155,1000,0.250131,0.171538,0.292029,0.286302,2.026732,1.000000,0.059243,0.101115,0.118754,0.316609
385,default,0.276632,1000,0.344898,0.217908,0.163142,0.274053,2.268864,1.000000,0.146813,0.069563,0.146778,0.311558
386,default,2.885051,1000,0.373587,0.176380,0.197589,0.252444,5.333025,1.000000,0.165565,0.133527,0.158013,0.296507
387,default,0.662657,1000,0.267352,0.191523,0.243704,0.297420,2.975974,1.000000,0.093060,0.065470,0.189477,0.392712
388,default,0.305728,1000,0.305745,0.170071,0.234792,0.289392,6.235954,1.000000,0.161575,0.092391,0.085801,0.289637
389,default,1.277941,1000,0.327362,0.150033,0.230840,0.291766,10.837511,1.000000,0.083067,0.080445,0.079628,0.345624
390,default,1.682150,1000,0.341242,0.173056,0.235343,0.250359,11.126329,1.000000,0.092376,0.075421,0.063093,0.366109
391,default,0.199482,1000,0.289077,0.170306,0.225402,0.315216,5.359574,1.000000,0.079811,0.055742,0.142548,0.251361
392,default,3.946213,1000,0.328841,0.151705,0.269861,0.249593,3.222464,1.000000,0.164354,0.049366,0.163687,0.198773
393,default,0.407548,1000,0.279450,0.238295,0.254409,0.227847,3.563569,1.000000,0.178475,0.105598,0.072149,0.209341
394,default,0.613187,1000,0.284290,0.237370,0.229690,0.248650,5.655225,1.000000,0.046795,0.161941,0.136239,0.287059
395,default,1.698351,1000,0.299638,0.189633,0.206601,0.304129,6.307528,1.000000,0.055321,0.056960,0.126570,0.520198
396,default,2.085672,1000,0.376261,0.208814,0.159825,0.255099,4.533608,1.000000,0.019929,0.102368,0.122241,0.322372
397,default,0.274559,1000,0.236624,0.211624,0.224115,0.327638,9.989686,1.000000,0.068452,0.098161,0.101359,0.198241
398,default,0.207460,1000,0.307408,0.213005,0.188695,0.290892,3.376288,1.000000,0.041319,0.074354,0.112928,0.332285
399,default,0.483153,1000,0.217493,0.256876,0.221481,0.304150,4.108657,1.000000,0.046215,0.084100,0.113132,0.428950
400,default,1.644532,1000,0.250473,0.234558,0.302102,0.212866,2.457789,1.000000,0.102289,0.062730,0.118937,0.244058
401,default,0.938130,1000,0.282900,0.190971,0.265405,0.260723,3.758265,1.000000,0.056357,0.090923,0.086983,0.433847
402,default,1.458289,1000,0.292687,0.206287,0.236465,0.264560,37.175514,1.000000,0.042475,0.073450,0.126271,0.318750
403,default,1.335289,1000,0.259161,0.218639,0.306497,0.215702,6.021132,1.000000,0.092939,0.095411,0.083691,0.373184
404,default,0.327319,1000,0.261771,0.205643,0.204857,0.327729,4.643725,1.000000,0.059871,0.159726,0.108817,0.287820
405,default,1.118728,1000,0.289800,0.203926,0.249139,0.257135,5.337904,1.000000,0.145517,0.136164,0.149595,0.270456
406,default,0.579653,1000,0.365356,0.160674,0.210180,0.263790,21.812722,1.000000,0.087279,0.044936,0.131259,0.418711
407,default,0.061425,1000,0.229463,0.237503,0.246180,0.286854,5.266584,1.000000,0.075413,0.085014,0.172786,0.267965
408,default,0.236584,1000,0.293549,0.247139,0.208068,0.251244,6.687597,1.000000,0.179706,0.066402,0.022251,0.350237
409,default,1.630842,1000,0.327387,0.189644,0.225411,0.257558,5.579868,1.000000,0.111220,0.121651,0.082320,0.375874
410,default,1.818709,1000,0.352497,0.172830,0.244925,0.229748,6.687287,1.000000,0.088323,0.073756,0.115080,0.387784
411,default,0.191548,1000,0.324755,0.229844,0.189368,0.256033,2.723094,1.000000,0.174619,0.067468,0.144439,0.242320
412,default,0.006916,1000,0.280249,0.207716,0.235147,0.276887,5.342961,1.000000,0.144337,0.108886,0.096469,0.148303
413,default,1.656362,1000,0.333488,0.172828,0.155173,0.338511,6.860732,1.000000,0.082799,0.094552,0.113723,0.397198
414,default,0.997957,1000,0.234475,0.218222,0.221037,0.326266,11.579353,1.000000,0.097614,0.060303,0.098998,0.421073
415,default,1.428611,1000,0.340797,0.177743,0.279681,0.201778,7.004707,1.000000,0.139925,0.104380,0.106959,0.297583
416,default,0.064149,1000,0.286958,0.213357,0.219796,0.279889,2.633233,1.000000,0.141267,0.059639,0.133918,0.316954
417,default,0.905567,1000,0.363595,0.148152,0.225568,0.262685,4.693052,1.000000,0.113008,0.110218,0.152449,0.238360
418,default,0.092779,1000,0.239767,0.241555,0.284548,0.234130,6.935556,1.000000,0.155766,0.051781,0.040388,0.369717
419,default,6.117690,1000,0.317881,0.146168,0.190329,0.345622,4.114217,1.000000,0.085682,0.058054,0.084664,0.301920
420,default,1.610610,1000,0.310730,0.204617,0.245051,0.239602,4.472046,1.000000,0.147848,0.105036,0.255017,0.165738
421,default,0.372055,1000,0.272564,0.287835,0.213632,0.225970,34.995827,1.000000,0.118946,0.166721,0.090400,0.326883
422,default,0.211367,1000,0.304034,0.314055,0.174161,0.207750,2.779673,1.000000,0.205334,0.102597,0.093756,0.268809
423,default,1.330013,1000,0.261368,0.284403,0.278018,0.176211,9.816720,1.000000,0.150351,0.057881,0.120444,0.250439
424,default,0.592031,1000,0.254953,0.202664,0.234325,0.308059,11.376618,1.000000,0.097985,0.090659,0.051430,0.259299
425,default,0.372198,1000,0.322007,0.151553,0.244892,0.281548,2.574781,1.000000,0.086465,0.100683,0.131370,0.359773
426,default,3.819071,1000,0.347257,0.179139,0.251443,0.222161,5.331379,1.000000,0.120488,0.191522,0.088496,0.213626
427,default,1.001875,1000,0.355372,0.140085,0.235156,0.269387,4.403136,1.000000,0.084078,0.131337,0.107251,0.318263
428,default,0.812784,1000,0.355771,0.214359,0.214744,0.215125,3.030643,1.000000,0.154683,0.076885,0.114002,0.222054
429,default,0.359452,1000,0.334194,0.248537,0.202953,0.214317,8.450646,1.000000,0.122699,0.060224,0.224850,0.297548
430,default,0.846526,1000,0.265536,0.220687,0.290909,0.222868,8.136609,1.000000,0.062053,0.147854,0.104522,0.329400
431,default,0.047277,1000,0.295724,0.211729,0.211467,0.281080,2.842011,1.000000,0.132412,0.075239,0.225370,0.206094
432,default,0.589348,1000,0.263846,0.193305,0.263119,0.279729,7.118601,1.000000,0.060527,0.093470,0.137288,0.295519
433,default,2.126125,1000,0.266135,0.161491,0.264840,0.307534,2.209211,1.000000,0.160508,0.082047,0.108858,0.216483
434,default,1.170679,1000,0.279615,0.211144,0.205709,0.303532,6.064421,1.000000,0.122401,0.134137,0.056358,0.288362
435,default,0.465320,1000,0.259382,0.248181,0.234936,0.257501,2.776670,1.000000,0.065159,0.039142,0.169524,0.322004
436,default,0.659042,1000,0.246009,0.209742,0.227713,0.316536,3.409162,1.000000,0.061716,0.164557,0.175570,0.242766
437,default,1.141986,1000,0.309901,0.206287,0.220000,0.263813,8.125496,1.000000,0.096239,0.034997,0.126988,0.396809
438,default,0.191707,1000,0.238201,0.269642,0.207672,0.284484,14.663139,1.000000,0.039102,0.043209,0.264463,0.263975
439,default,0.753160,1000,0.282505,0.236454,0.229125,0.251916,2.324969,1.000000,0.109594,0.036358,0.086661,0.364115
440,default,0.572176,1000,0.354644,0.231665,0.224984,0.188707,13.590143,1.000000,0.122205,0.072413,0.110135,0.230474
441,default,1.315822,1000,0.314240,0.207452,0.225706,0.252602,13.546357,1.000000,0.096954,0.096777,0.061410,0.290664
442,default,0.091236,1000,0.318566,0.223031,0.141886,0.316517,4.116273,1.000000,0.117683,0.158771,0.090348,0.346661
443,default,1.494866,1000,0.343502,0.216054,0.201392,0.239052,6.944792,1.000000,0.055340,0.091769,0.156406,0.353020
444,default,0.736509,1000,0.311582,0.173487,0.178854,0.336076,5.732831,1.000000,0.132954,0.042433,0.118090,0.306641
445,default,0.178015,1000,0.333882,0.218324,0.226565,0.221229,5.768950,1.000000,0.087106,0.062743,0.159427,0.249625
446,default,0.105423,1000,0.368447,0.214906,0.208078,0.208568,7.653506,1.000000,0.156691,0.189175,0.075736,0.153083
447,default,0.751759,1000,0.256356,0.199703,0.271568,0.272372,2.705472,1.000000,0.098347,0.094752,0.172841,0.296377
